,Experiment,Bar,min_row,min_col,max_row,max_col,Orientation,Width,Length,Bra_init_mean,Bra_init_std,Bra_final_mean,Bra_final_std,H2B_init_mean,H2B_init_std,H2B_final_mean,H2B_final_std,Ncells_init,Ncells_final,frame0
100,20240320,55,2182,655,2355,699,vertical,44,173,3354.773275184761,981.7538664186892,2501.120642211876,1059.7259882649691,9615.36448817518,2131.0536124797327,9964.40258081984,1780.8176312104374,76.0,48.0,20.0
101,20240320,56,2186,209,2359,253,vertical,44,173,4477.491417495117,2626.1488419694288,3524.9713747535466,2883.2703098425377,10224.54119052339,3531.8404749031724,10724.682795118131,1811.6728678565976,48.0,28.0,20.0
102,20240404,1,204,281,420,325,vertical,44,216,3693.014928954023,1141.6998059877462,1860.2105536545505,450.7097574829693,9396.609505296012,2243.5161405208155,8933.772795211818,1978.504236310946,80.0,44.0,8.0
103,20240404,2,209,135,425,179,vertical,44,216,3585.3192406863686,1503.9253627889614,1683.38721633407,380.8436996770101,8571.820311958303,1370.399205861337,6894.25566183409,1362.4749916125447,58.0,24.0,8.0
104,20240404,3,210,1160,426,1204,vertical,44,216,3289.3595981451485,1026.7678624334906,2220.5496455207094,516.539380934957,9512.815145450806,2289.36205738137,11447.37902724084,2281.90912771193,89.0,75.0,8.0
105,20240404,4,212,722,428,766,vertical,44,216,3677.472759868643,1087.9057589659153,2654.346921621336,869.2588491867547,9546.65257247673,1441.3249370430203,12152.011269633223,2276.4123938208445,129.0,107.0,8.0
106,20240404,5,213,583,429,627,vertical,44,216,3741.240392538159,1396.211002605543,2174.6628298784703,574.420812491534,9290.632584075054,1945.746889809416,10006.623923332714,2022.893298503505,98.0,61.0,8.0
107,20240404,6,213,1026,429,1070,vertical,44,216,3385.942826751448,1209.9067573467964,2385.91391501438,544.9835069491406,9278.01011675676,2258.036208218364,11521.69398021628,2026.4659244142,126.0,108.0,8.0
108,20240404,7,255,430,428,474,vertical,44,173,3592.372066281693,1200.100504806021,2108.448511603889,446.51424307040014,9312.040547440269,2104.609144301761,8944.569061400129,2122.240489378404,66.0,33.0,8.0
109,20240404,8,259,874,432,918,vertical,44,173,3240.715972811809,925.4764125969087,2400.099377016856,460.5973678580404,8828.634899131474,1683.237670804611,11820.37043386713,2040.189780689472,79.0,71.0,8.0
110,20240404,9,543,426,716,470,vertical,44,173,3629.808194758534,1435.5788269392,2337.6441633942604,591.9194580764465,9423.607320625915,2253.045414705385,11816.99509194584,2159.731352029105,86.0,97.0,8.0
111,20240404,10,545,1163,675,1207,vertical,44,130,3416.725264817476,1247.022023545089,2415.751094217256,669.7904501659643,9460.961927758208,2025.8008316277703,12396.80021949602,2183.713909673681,82.0,68.0,8.0
112,20240404,11,548,1306,721,1350,vertical,44,173,3744.549709589849,1422.7690837214705,2387.448418398795,769.0393647319257,9347.280103556985,1757.6555685660917,12452.6748456741,2107.639720999921,97.0,76.0,8.0
113,20240404,12,549,1463,679,1507,vertical,44,130,3954.63845962906,1355.5331312142157,2677.605305425784,962.7311850514118,10625.939511699617,2322.5948896384625,11981.309490576115,2534.850500435967,93.0,63.0,8.0
114,20240404,13,783,715,999,759,vertical,44,216,3414.1446917821545,831.1257321273869,2130.444525958452,684.9524257679366,10731.828382378508,2396.2541345590653,9301.532400211663,1555.6748713969832,96.0,41.0,8.0
115,20240404,14,783,1018,999,1062,vertical,44,216,3281.6384346525906,885.1154264385291,2057.7296781897494,555.2756294978896,8984.498610602219,1971.8371285308392,8379.952669301421,1570.4762754640697,95.0,47.0,8.0
116,20240404,15,784,571,1000,615,vertical,44,216,3506.1196355066118,795.605075346237,2186.5635648749235,579.247396557286,9526.827830987311,1926.9226506982045,10751.786024733035,2226.3745888368394,113.0,73.0,8.0
117,20240404,16,788,1157,1004,1201,vertical,44,216,4100.109322155985,1463.5616736238237,1939.8609404682463,484.089148807334,10094.908413392812,1972.070565381092,8109.536258734316,1853.9718507443624,96.0,36.0,8.0
118,20240404,17,791,1460,1007,1504,vertical,44,216,4178.314513043673,1096.1036357971916,2943.9050408233343,961.87794453371,11133.172340833233,1906.3031330060269,12652.413620440351,2298.1344507098424,168.0,127.0,8.0
119,20240404,18,822,864,995,908,vertical,44,173,3871.059900154845,1026.8110498161084,1993.530356460368,572.9897529838875,9699.986771722017,1909.7743437099289,9071.852148667916,2068.060165340778,82.0,32.0,8.0
120,20240404,19,828,422,1001,466,vertical,44,173,3140.72817314958,791.9568535916635,2630.72894673108,772.8211404383882,8381.853492535216,1417.694518210732,11805.888288515354,2078.756538104639,56.0,79.0,8.0
121,20240404,20,832,1307,1005,1351,vertical,44,173,3861.874220696586,1105.8629207727067,2153.141981371033,539.9312917916694,10693.488348044251,2325.388303939119,9950.92522811116,1894.4674151169136,88.0,34.0,8.0
122,20240404,21,1105,573,1235,617,vertical,44,130,3052.875839399609,1359.1339215923588,1498.804471131345,254.48101425017603,8742.317654811408,2264.676787588955,6615.26054610025,1320.4249942034985,62.0,14.0,8.0
123,20240404,22,1108,864,1281,908,vertical,44,173,3125.804331097541,1225.5300542417451,2110.386953439277,514.3723749060181,8630.854398131998,2551.042226169669,9435.264985156518,1598.302930502157,57.0,26.0,8.0
124,20240404,23,1113,721,1243,765,vertical,44,130,3584.028913312766,1447.2544809793333,1649.8130257542196,326.6748568557617,8682.394214124082,1656.300446056825,6930.494409272748,1316.2287170086447,35.0,13.0,8.0
125,20240404,24,1115,1162,1245,1206,vertical,44,130,4198.737439318059,1011.5796096072304,2177.0233093802326,688.66175430538,10284.291274204355,1905.793711577828,8561.935495264715,1801.3978512340575,70.0,25.0,8.0
126,20240404,25,1117,1017,1247,1061,vertical,44,130,3236.318354863181,1207.892562911792,1955.7639047472017,641.2669357188794,9563.53136212163,1746.1389579415456,7710.1161820736925,1625.0244702532796,65.0,22.0,8.0
127,20240404,26,1118,1310,1291,1354,vertical,44,173,4145.564148810206,1064.2587069901635,2351.537159659762,640.7418792578181,10903.65924000911,1918.223215113996,9251.47591337977,1718.6488359789282,101.0,27.0,8.0
