,Experiment,Bar,min_row,min_col,max_row,max_col,Orientation,Width,Length,Bra_init_mean,Bra_init_std,Bra_final_mean,Bra_final_std,H2B_init_mean,H2B_init_std,H2B_final_mean,H2B_final_std,Ncells_init,Ncells_final,frame0
128,20240404,27,1119,1461,1249,1505,vertical,44,130,4254.0241350098295,1227.3112659591884,2578.128099047872,1130.5640914868657,10922.791592929305,1881.8896123109755,11742.6011925951,2860.317461114093,87.0,36.0,8.0
129,20240430,1,41,26,85,372,horizontal,44,346,2945.401746324821,739.5275202981586,1615.1100745852189,377.0411202977394,7294.520426856419,1705.55318815399,7555.202634646199,1700.1132798693466,131.0,60.0,20.0
130,20240430,2,41,437,85,783,horizontal,44,346,3305.26080906834,869.7239005747713,2724.0015265896013,1077.5262470907303,8892.599308324316,1862.6501314704096,10602.57037626198,2000.8832255339416,269.0,194.0,20.0
131,20240430,3,47,844,91,1190,horizontal,44,346,2678.237999128782,942.3148013383758,1641.399187207236,919.7473057673232,7232.366634066248,2078.5254476057626,7208.097921747907,1844.6225172188235,120.0,69.0,20.0
132,20240430,4,139,25,183,285,horizontal,44,260,3067.4365869264984,682.4285808124228,1657.6353029100626,401.8324293399021,7369.418221919385,1191.948982480506,7727.241347779534,1865.135520264765,96.0,56.0,20.0
133,20240430,5,140,433,184,693,horizontal,44,260,2852.364173349283,856.4399491346678,1822.0610554259097,697.4146132734068,7436.6357218137855,1734.7675269481465,8776.615937392222,1681.5796447743676,107.0,65.0,20.0
134,20240430,6,143,846,187,1106,horizontal,44,260,2943.708825988186,1023.2706537310928,1624.728983783108,612.6030949564436,7532.539063964214,2194.6796212905074,7544.081940084734,2222.0055105960555,86.0,37.0,20.0
135,20240430,7,236,326,280,370,vertical,44,44,3762.398755058348,1486.680360047227,2541.669878810896,988.3419592814856,8563.003462279394,1408.392990276982,11889.644793832906,1614.7248650648696,26.0,28.0,20.0
136,20240430,8,238,25,282,242,horizontal,44,217,3574.1125396208654,1536.5481591682783,1728.8743355302342,299.68870172868486,8118.581892772418,1549.5266854241986,7904.178787918543,1890.4874926631103,93.0,24.0,20.0
137,20240430,9,241,433,285,650,horizontal,44,217,3238.973753928856,871.8898660382702,2177.001524259745,736.8841191390413,8188.357682229164,1841.798368265928,10201.350397654242,1742.0776033572056,100.0,105.0,20.0
138,20240430,10,246,738,290,782,vertical,44,44,3646.723557576008,1055.4335578361477,1373.0243698789898,175.07131975549936,8958.647712094209,1943.714113876691,6777.696120714343,973.5093939657472,24.0,6.0,20.0
139,20240430,11,246,849,290,1066,horizontal,44,217,3049.410702237125,840.2790145432486,1547.0119186224356,394.4585733823451,7855.568027516843,1500.5295402595057,7154.189343806278,1850.5540074439848,84.0,25.0,20.0
140,20240430,12,247,1149,291,1193,vertical,44,44,2867.3599612259127,791.914342382171,1915.4914062406176,716.9976054785953,7867.408484077167,1579.6341162580193,10316.921275412038,3019.1779528664124,14.0,8.0,20.0
141,20240430,13,251,1259,295,1476,horizontal,44,217,2720.80864280082,824.4682825933454,1504.313464320444,504.6688544050065,6785.509222490436,1968.7378977825435,6543.633262747666,2093.989411659121,62.0,11.0,20.0
142,20240430,14,337,18,381,192,horizontal,44,174,3392.070787767484,952.5424696038148,1886.3503327117603,629.4958645981926,8121.794798650969,1640.0338164072773,8291.943026552643,1397.165949432144,71.0,39.0,20.0
143,20240430,15,337,276,381,363,horizontal,44,87,3345.5283118713573,909.4282625046732,1924.3700572186185,790.1814854848745,8900.674847627482,1840.125619274528,10328.472911763783,2225.531087364554,49.0,23.0,20.0
144,20240430,16,342,692,386,779,horizontal,44,87,3242.850621125261,986.2443616427864,1706.1527110996774,321.5901212025043,8804.467929091648,1796.5118626894175,9014.561711290004,1816.377288748914,38.0,26.0,20.0
145,20240430,17,343,433,387,607,horizontal,44,174,3115.447665635674,1072.013525725479,1729.179514101796,367.4871455634699,8163.289662558108,1790.3413473608816,9237.192565103853,1786.0070981890758,86.0,47.0,20.0
146,20240430,18,345,1106,389,1193,horizontal,44,87,3705.080174634524,1015.8037808821388,2105.8379688390687,575.1673002109616,9345.973227773147,1771.7285764458957,9626.219517162916,2096.9072844893826,55.0,22.0,20.0
147,20240430,19,347,847,391,1021,horizontal,44,174,3897.3702919770394,1783.0155078021917,1515.534761007306,226.7960212064209,8835.607526670361,1748.0916202207625,7928.554345025356,2230.6644605592405,77.0,18.0,20.0
148,20240430,20,349,1259,393,1433,horizontal,44,174,2613.289539033934,691.8583961443798,1840.9062604045787,488.72876326506025,9144.811568723622,2646.234415015693,11341.128834824807,1871.1520157938255,84.0,76.0,20.0
149,20240430,21,438,21,482,151,horizontal,44,130,3121.832089317415,844.1147505510784,2190.7920622784018,803.1315196843311,8433.894890510905,1614.61870511193,10715.527358066432,1822.0797266506804,64.0,60.0,20.0
150,20240430,22,438,213,482,257,vertical,44,44,3537.826641772476,496.5330709146364,1966.4903497934945,317.6334758110556,7987.516400515833,1317.3513339825952,7863.697746064524,1574.625418833058,22.0,4.0,20.0
151,20240430,23,439,427,483,557,horizontal,44,130,3193.88462078794,937.043392251898,1920.9769681811729,736.1905480778657,8458.254957630672,1787.0501849650982,9132.625418506,1930.4417174713196,64.0,32.0,20.0
152,20240430,24,440,323,484,367,vertical,44,44,3810.560403115309,1465.5838407346407,2119.209729711655,1362.7592551902385,8956.517892166043,1447.9816311002785,11046.66040538214,1416.1848502088333,26.0,5.0,20.0
153,20240430,25,440,735,484,779,vertical,44,44,3588.704401640616,734.6486023297504,1997.6717020246936,226.0814747546473,9044.212748929089,1284.8942438679917,10716.43841111826,2012.9425988971404,21.0,12.0,20.0
154,20240430,26,443,628,487,672,vertical,44,44,3365.7718624780805,553.4130409817391,2166.05523242292,618.7720250814805,8241.195317751695,1209.1246474099962,11198.084098709156,2690.138116978335,19.0,19.0,20.0
155,20240430,27,448,1043,492,1087,vertical,44,44,3235.1677306486013,1152.312102119378,1793.1906779661017,,8441.967349285183,2302.618267551891,8699.834745762711,,12.0,1.0,20.0
156,20240430,28,449,845,493,975,horizontal,44,130,3564.434837523668,1174.4523695206822,2013.0253711324008,641.7574739598572,8606.082984809038,1569.889474134486,10947.36976288498,2154.012060091089,52.0,41.0,20.0
157,20240430,29,449,1262,493,1392,horizontal,44,130,4220.973683134629,1846.2810434899889,1554.5354629501685,283.0015707465397,9854.32037653929,2418.2536749007386,8485.351154257392,1770.2919230424693,65.0,24.0,20.0
158,20240430,30,450,1457,494,1501,vertical,44,44,3031.876211961123,555.1385575382835,2263.1941483253145,547.6444519278879,7584.851195105399,2017.6867948233937,10425.897676608192,2445.2179762612977,13.0,12.0,20.0
159,20240430,31,569,17,613,363,horizontal,44,346,3584.6647145819697,1412.2522712609832,1917.052461664973,547.8706556683536,8170.080378388025,1777.424793254052,8815.450700654812,1475.5694897946637,154.0,100.0,20.0
160,20240430,32,667,17,711,277,horizontal,44,260,3367.933666638732,901.6202221276734,1851.1131671107576,696.6256621042246,8065.898286802317,1405.7818283078363,8819.729370966703,2323.727391460053,121.0,62.0,20.0
161,20240430,33,676,841,720,1101,horizontal,44,260,2937.336192127269,915.0039947206952,2012.4979712295587,811.6857268330525,7641.105906048031,1631.7152995763045,9509.455918751522,2411.595266032109,106.0,70.0,20.0
162,20240430,34,680,1258,724,1518,horizontal,44,260,3509.1125137668587,1301.7859931554074,1846.5423235707583,448.4426110447453,8315.142704164118,1554.0153883270182,8734.889630032454,1882.384217615452,133.0,71.0,20.0
163,20240430,35,766,16,810,233,horizontal,44,217,3593.072254191977,1090.9246216576294,1966.7234259882616,702.0529045888381,8673.068550886355,1515.795163939971,8443.417426191572,2477.3384656451126,92.0,44.0,20.0
164,20240430,36,769,318,813,362,vertical,44,44,4156.310535265349,997.2632520488164,2563.809649964149,1116.3344239266137,10283.73607609684,1814.4669738258988,11498.287116231577,1724.1846229617342,31.0,19.0,20.0
165,20240430,37,771,431,815,648,horizontal,44,217,3753.7152021672887,1251.796755093135,1895.0902922825856,515.7863519499048,8978.228557634076,1745.6029235992492,10054.517410518383,1945.83049179252,170.0,76.0,20.0
166,20240430,38,773,733,817,777,vertical,44,44,3682.057500921287,1093.5027449310255,2372.2851003680807,560.9277132118737,9559.64853226053,2332.490902955436,11764.2766801683,1853.4320495598572,25.0,23.0,20.0
167,20240430,39,775,845,819,1062,horizontal,44,217,3447.033143308388,901.2981450067916,1855.283795461228,799.4697694772611,8923.943940592162,1980.3864841857137,8397.251474968782,2458.144532151375,114.0,35.0,20.0
168,20240430,40,777,1254,821,1471,horizontal,44,217,3378.740452679257,813.2487648280949,2432.1280608054394,550.6591998990848,8642.628967486347,1556.6233809426524,11048.953444537769,1791.7552774321075,128.0,104.0,20.0
169,20240430,41,778,1150,822,1194,vertical,44,44,3984.644617042544,1363.54769195631,2098.461038961039,,9119.386211195037,1593.618535710949,10926.623376623376,,30.0,1.0,20.0
170,20240430,42,867,273,911,360,horizontal,44,87,4070.937055607552,716.9773775593615,2273.791479721137,623.2028642827124,9130.677796045533,2013.051634604855,9847.244123361044,2133.0204612725856,52.0,26.0,20.0
171,20240430,43,868,689,912,776,horizontal,44,87,3940.3834307419943,1042.436189013633,2319.497668013709,617.2831326202122,9332.036491100806,1981.0509210825032,10881.530079411154,1897.126750106392,54.0,42.0,20.0
172,20240430,44,871,428,915,602,horizontal,44,174,3530.575911636567,1126.0984811372016,2343.2429216685764,915.3831550549556,9279.631073047824,1913.741214311536,11016.382222947062,1914.1453024029067,127.0,95.0,20.0
173,20240430,45,875,1101,919,1188,horizontal,44,87,3473.8924033861563,1017.0559698599748,1605.5268776582002,345.4912228296319,8955.293750294046,1650.4072998712766,7743.49120877072,1566.337766911195,50.0,20.0,20.0
174,20240430,46,877,847,921,1021,horizontal,44,174,4106.188372935408,1921.1871272127355,1904.3484440057669,478.25369610304506,9233.274651905682,1959.6934295951887,9190.47348847569,1411.264394951909,95.0,40.0,20.0
175,20240430,47,967,211,1011,255,vertical,44,44,3738.064100465173,1180.232535695262,2322.819298578175,538.4331648592012,10213.547595355754,2259.962491066677,12527.879959577393,1494.2209186911286,30.0,34.0,20.0
176,20240430,48,967,314,1011,358,vertical,44,44,4029.822436193359,712.8800746793886,2152.9684784512306,340.62795553392147,9424.829292726412,1168.6740883686923,11387.22444870332,1905.680208120876,26.0,15.0,20.0
177,20240430,49,968,428,1012,558,horizontal,44,130,3624.246667041679,761.6629914358557,2175.678946414659,492.9954074261954,9193.600166831371,1674.6017356294108,11427.021448277146,1987.4653713418463,87.0,76.0,20.0
178,20240430,50,973,728,1017,772,vertical,44,44,3446.2996530668506,857.400454233718,2316.060297494403,682.799573541373,9265.680077293568,1668.9375208668257,10952.449882039007,2229.1750799394054,33.0,18.0,20.0
179,20240430,51,974,623,1018,667,vertical,44,44,3464.5905078912506,799.0595419290213,2747.536875548804,586.2766380219384,8850.872586689966,2004.9138069549492,12258.406327940362,1396.4578853017265,32.0,44.0,20.0
180,20240430,52,974,1145,1018,1189,vertical,44,44,3365.0685547401545,967.209723330722,2032.596313604815,424.5742395280459,8528.591665679838,1645.9818020672617,11849.056161050608,1763.7299989070648,28.0,37.0,20.0
181,20240430,53,1205,842,1250,1103,horizontal,45,261,3140.1618084572065,905.586499982334,1986.5049240392696,851.6930173101597,8928.535805490712,1831.4511608090515,10197.779857494765,1697.7353728992823,193.0,99.0,20.0
182,20240430,54,1299,311,1343,355,vertical,44,44,4066.980774118596,849.5180921640994,2481.712423757816,632.3126936310232,10392.82290363761,1644.4767466826086,13118.858155531152,1597.090185946086,35.0,50.0,20.0
183,20240430,55,1305,416,1349,633,horizontal,44,217,3559.685585002993,929.904562204789,1733.600606762702,546.3218912578643,9355.701827032744,1986.0911147479744,9074.882693063011,1733.585205410625,150.0,58.0,20.0
184,20240430,56,1306,725,1350,769,vertical,44,44,4132.714658783595,852.5308642026387,2047.2864583350213,574.0237132144373,9875.522202201984,1481.5653048465983,10959.54770608174,1247.0455989546929,26.0,13.0,20.0
185,20240430,57,1308,834,1352,1051,horizontal,44,217,3515.329893811026,1153.5070862327482,1902.5220623416728,641.5523530212255,9682.442988270706,2040.134448159172,9896.297676082562,2192.028534954411,149.0,55.0,20.0
186,20240430,58,1308,1138,1352,1182,vertical,44,44,4047.307810108137,1329.547425620083,1741.52513685446,264.1642198604483,9407.586325712042,1917.3806171707936,8682.629852584616,2301.01299308217,28.0,9.0,20.0
187,20240430,59,1400,265,1444,352,horizontal,44,87,4433.19471597929,1345.0721085022242,3106.6494787488327,945.7722365811996,9933.882919300517,1814.5093577883645,11985.988751796403,1538.0284496425002,46.0,63.0,20.0
188,20240430,60,1403,418,1447,592,horizontal,44,174,3605.029119410199,912.0365020941028,2172.1733759514445,585.1033147972937,9363.203940085064,1813.0823539824928,10450.376838231648,1991.060391721074,110.0,54.0,20.0
189,20240430,61,1404,681,1448,768,horizontal,44,87,3344.732859223055,1147.3624396528264,2168.91743756106,531.9794655824944,8739.60904286034,2028.718925265876,10558.459709333889,1627.9908197429638,44.0,38.0,20.0
190,20240430,62,1409,837,1453,1011,horizontal,44,174,3927.347387845293,1584.1477936495685,2179.5344004749245,451.49202869537976,9940.406793123328,1780.6060543118217,10835.231700639708,1877.770593598034,118.0,59.0,20.0
191,20240430,63,1409,1092,1453,1179,horizontal,44,87,3142.6327534402294,1098.574743771239,2412.2085062767437,853.3293261517459,8904.158250586712,1809.1075429101013,11556.835134741896,1851.3933577096077,65.0,61.0,20.0
192,20240503,1,19,83,63,170,horizontal,44,87,3994.326815109358,1394.450297938839,1854.81381759202,325.751554333117,9287.83668990789,1925.0981054935887,7420.712124295316,1473.4783654954724,33.0,25.0,13.0
193,20240503,2,21,265,65,438,horizontal,44,173,4835.228159021562,1705.6357738911054,2851.2543379766903,1319.0993984464276,9666.200762735649,2402.955178328653,8766.878765260146,2101.550814561721,60.0,69.0,13.0
194,20240503,3,28,591,72,678,horizontal,44,87,5890.323111377267,4229.549928608538,1714.4276045126237,510.3692898966999,10031.273625478114,3495.115617740248,5835.669422731921,812.8407061917651,35.0,12.0,13.0
195,20240503,4,29,777,73,950,horizontal,44,173,4384.851227536949,1690.966749532297,2804.6398538423678,1329.5559984340805,9951.72929628494,2190.298922421749,11844.370967288354,3918.264557356637,98.0,128.0,13.0
196,20240503,5,120,82,164,126,vertical,44,44,5591.983265928317,1198.1973902853576,3602.091660043825,1076.3981911875137,9913.26293741548,1970.2282637588744,8280.898553039473,1949.2003720836144,12.0,7.0,13.0
197,20240503,6,123,219,167,435,horizontal,44,216,5133.033137316868,1542.6110751379686,2503.5804398767864,710.0621184253645,10785.136199643575,3414.4723828367664,7964.774317916484,2124.848937999825,51.0,39.0,13.0
198,20240503,7,124,594,168,638,vertical,44,44,6494.45772737481,2193.3004956289374,3540.1857053110166,1472.4308936402235,11296.63567949261,2452.1579104989783,7924.981947906841,2268.584457029764,30.0,8.0,13.0
199,20240503,8,132,727,176,943,horizontal,44,216,5022.252106519628,1978.623901391992,2355.383077870453,632.1535187690108,9130.19690422418,2806.818866112192,7141.36520623146,1545.3451384286168,56.0,58.0,13.0
200,20240503,9,221,166,265,426,horizontal,44,260,5841.019899754388,3022.88254145698,2201.8486026601668,722.9948058634089,10346.967944371205,3127.627474283864,7039.803994648938,1477.2101667280708,45.0,53.0,13.0
201,20240503,10,318,84,362,430,horizontal,44,346,4950.473884929045,1992.321445645716,2706.254092362044,1086.8086091400548,9221.177409682166,2868.1000831000056,8154.907207914275,2068.8393925588425,81.0,106.0,13.0
202,20240503,11,669,73,713,117,vertical,44,44,5405.73199420149,2157.662296910563,2846.187994139196,509.6561718968632,10820.4662590203,2012.5463392360437,8755.317259106923,1245.1362549113385,36.0,11.0,13.0
203,20240503,12,875,588,919,934,horizontal,44,346,5588.544366181388,2016.437308649656,3461.604725453105,1285.845591208683,10985.480580476837,2467.566923076012,10833.69170968591,2796.975645564566,155.0,187.0,13.0
204,20240503,13,1027,577,1071,707,horizontal,44,130,5124.540106688474,2579.499320142324,3030.757836238592,1357.7321843261748,9955.967078006546,2764.167496264631,10774.482366296445,3242.249641929099,65.0,104.0,13.0
205,20240503,14,1029,800,1073,930,horizontal,44,130,4780.78814674625,1519.905577612601,3059.419268844808,1548.5794755447134,9593.926917539664,2521.28618010419,9047.688546951127,1950.7724126709693,57.0,47.0,13.0
206,20240503,15,1122,575,1166,662,horizontal,44,87,3786.035184731564,1158.7325633043797,2280.6365566933373,619.1921012621904,10121.669685696996,2257.063394922651,8455.867437629842,1798.7162207639442,24.0,24.0,13.0
207,20240503,16,1129,759,1173,932,horizontal,44,173,5387.034109349165,1699.6603379531505,2376.933755826308,887.6606539115119,10703.328445725028,2465.396084859539,8321.3423159657,1870.329186358268,67.0,41.0,13.0
208,20240503,17,1218,65,1262,109,vertical,44,44,6006.595313136814,2577.4293234571774,3281.614002765662,1457.338093616158,11808.370642590611,2216.959512489586,9843.997045672091,2426.700996482712,41.0,19.0,13.0
209,20240503,18,1228,575,1272,619,vertical,44,44,5247.904246697744,1930.59491625924,3377.7878105873774,997.380001709443,10012.577406223496,2310.861070133577,9173.845678315796,2038.4571587838468,15.0,19.0,13.0
210,20240503,19,1230,707,1274,923,horizontal,44,216,5942.133373138096,2019.1352445819196,3819.222430969927,1671.0638291664231,10788.622580659518,3330.946213773586,9684.808350357289,3252.954895244296,77.0,61.0,13.0
211,20240503,20,1328,645,1372,905,horizontal,44,260,5122.4426904252405,1712.477648764624,2427.3825399722564,1015.4279509984163,10100.279723117035,2498.3032954604587,7412.000629010159,2176.512737300799,49.0,47.0,13.0
212,20240503,21,1427,578,1471,924,horizontal,44,346,4625.326520370636,1698.987644328773,2425.292531589859,813.3126185911088,9655.167063634544,2859.8289932606467,8123.676015615267,1946.027261529548,86.0,92.0,13.0
213,20240503,22,1567,281,1611,411,horizontal,44,130,5166.784601997475,1682.716299401038,2775.3405331331114,684.0036842284638,9444.151337390933,2241.7819134400143,8074.992656645438,1491.2407119208235,31.0,35.0,13.0
214,20240503,23,1571,573,1615,703,horizontal,44,130,5290.373191770139,1836.8690600201871,3495.462047618841,1719.918416570741,9573.512871561525,2669.135627880152,10176.692346225636,2943.7023011198885,39.0,66.0,13.0
215,20240503,24,1575,795,1619,925,horizontal,44,130,4910.073671272061,1696.863527929292,2333.3043371022977,1073.089909866704,9276.40574152283,1834.408406844517,7175.343693925292,1795.6458278225275,35.0,25.0,13.0
216,20240503,25,1672,575,1716,662,horizontal,44,87,4413.442280905677,2288.019905146694,1901.614171951536,584.1044391175482,9234.932436039882,3408.434235927118,7179.156333835295,1834.5176584963665,23.0,20.0,13.0
217,20240503,26,1675,752,1719,925,horizontal,44,173,4601.085949690747,1772.9943018142867,2587.9137649492563,1034.693414289167,9004.45707562942,2355.8635380852943,7967.524900457945,1829.4502677471564,36.0,44.0,13.0
218,20240503,27,1773,571,1817,615,vertical,44,44,5979.408530048404,2614.899039579818,3612.932057058037,1596.5322122954212,10098.671704489365,2480.989959943848,10439.69610454248,1921.7869757289827,29.0,22.0,13.0
219,20240503,28,1774,705,1818,921,horizontal,44,216,5970.967431614463,2425.936054837137,2889.7679435274517,746.728028968571,10099.33767698132,3395.064560273325,7435.996095065576,1403.3751227283371,43.0,53.0,13.0
220,20240503,29,1964,56,2008,402,horizontal,44,346,6747.220916137387,2975.1873540236047,3328.655815179737,1282.0576394631664,11395.070690960909,3216.433576661871,9202.77100886433,2292.2240990649734,133.0,123.0,13.0
221,20240517,1,292,109,336,153,vertical,44,44,3104.275384957704,718.6772207134468,2825.491015736573,1061.1312055998462,10585.447578156683,2187.584194513471,13619.542399881591,2289.1713518018514,26.0,44.0,16.0
222,20240517,2,295,623,339,667,vertical,44,44,3956.117536174664,701.9175189899572,2983.653233598946,855.7106582564091,8695.851737063445,1171.4103825466484,8892.83297054495,1527.492232361054,15.0,14.0,16.0
223,20240517,3,423,111,467,458,horizontal,44,347,4466.243141507969,1719.972982890546,3767.397787868556,1410.761406361671,9231.12011730857,1764.664642849425,10786.160587980652,2095.732198939532,175.0,250.0,16.0
224,20240517,4,807,621,851,665,vertical,44,44,4625.488673707081,993.7463725534108,2593.069786663733,830.7243117215716,8875.29103839225,1642.8508588088937,8956.061289338097,1194.0444424901552,37.0,11.0,16.0
225,20240517,5,1323,236,1367,452,horizontal,44,216,4488.925287984637,1182.7615336925355,3572.47675656724,1112.3296416613034,9140.96094344672,1447.208964301722,11230.090385588526,1991.2243959638524,107.0,144.0,16.0
226,20240517,6,1324,753,1368,969,horizontal,44,216,4877.161807293678,1890.1166066772207,4434.51322186594,1763.9791428801875,9114.52123821266,1978.7292821656283,11279.011029858852,2097.377867750717,115.0,156.0,16.0
227,20240517,7,1453,97,1497,444,horizontal,44,347,3906.8826813743103,1370.3472659204483,3434.016137759805,2355.6931411276387,8793.20359873148,1834.6958858484545,10400.161240572335,2629.546951610143,123.0,113.0,16.0
228,20240517,8,1454,621,1498,968,horizontal,44,347,4720.1749024274,1317.1110582655906,4153.482817906129,1601.0254438964032,9355.285448012412,1863.2085245376336,10893.108192970576,1979.4632166372908,205.0,223.0,16.0
229,20240521,1,3,153,47,261,horizontal,44,108,4680.917292125599,2073.4142265248524,2704.8835061657846,1141.692335713094,9186.598118042417,1520.7730484537567,7682.153710995977,1717.2479842469784,14.0,17.0,10.0
230,20240521,2,6,364,50,494,horizontal,44,130,5753.348038101957,1522.9319778400188,4849.283095645771,1722.6115600762791,9717.935564818876,1995.74976271064,10973.210589954211,2337.902316959284,82.0,95.0,10.0
231,20240521,3,10,655,54,763,horizontal,44,108,5238.477297085717,1348.6061370964103,6178.281678345219,1698.472306773237,8399.113423822979,1540.398862660565,12006.50153151356,2082.5394052485444,72.0,84.0,10.0
232,20240521,4,14,874,58,1004,horizontal,44,130,6411.514327483986,2692.32224303553,4594.909654442031,1569.5842855011022,10313.350671829665,2112.914785359877,10823.458596187467,2204.882850220213,78.0,54.0,10.0
233,20240521,5,16,1170,60,1278,horizontal,44,108,5128.487224235615,1552.6530721646648,5535.486966543444,1877.5244120066604,8871.204334797398,1842.2750087987215,11624.63517117438,1996.9262495021628,76.0,86.0,10.0
234,20240521,6,20,1393,64,1523,horizontal,44,130,5558.877051141077,1752.378262303531,3453.3299084310465,952.6836356544628,9511.028633377333,2178.436643020525,7933.086506888549,1600.362360277722,68.0,25.0,10.0
235,20240521,7,135,142,179,228,horizontal,44,86,5472.018420566543,1464.5164548875618,3533.498770950605,1020.0244646545798,10896.723934003849,2173.8517412941505,11064.657467984349,2698.9577423340493,48.0,19.0,10.0
236,20240521,8,138,652,182,738,horizontal,44,86,6299.329272448244,1780.105120654538,3469.1331852307844,1294.0918403286958,9814.432158479887,2091.981409025219,9008.403981647498,3169.8531318142827,43.0,17.0,10.0
237,20240521,9,139,319,183,492,horizontal,44,173,5631.648649402057,1405.508383901727,4607.711328540244,1286.616215629997,9670.994698841496,1794.8950055973496,9851.733574397516,2341.297855303501,82.0,58.0,10.0
238,20240521,10,143,832,187,1005,horizontal,44,173,5454.501688863493,1387.5499580452874,4295.776680505419,1113.104785886494,9365.68489505356,1851.0365341859024,9341.869510372137,1882.5506894529092,83.0,43.0,10.0
239,20240521,11,143,1169,187,1255,horizontal,44,86,4632.492924849615,1214.7056770275276,2874.202896151315,922.9144003382188,8345.184637320357,1734.8620856974974,7535.10746857952,871.5189874639491,24.0,11.0,10.0
240,20240521,12,148,1347,192,1520,horizontal,44,173,5756.886374214333,2204.355565622111,2972.423146612902,1144.9742152816984,8969.616736267937,2110.135678861138,8438.816530246788,1886.9456675190704,88.0,33.0,10.0
241,20240521,13,261,137,305,181,vertical,44,44,6446.44570101032,1161.9828699349705,4193.102442662935,1097.773160882778,10305.305259488434,1931.6554540099476,10532.471166974768,1498.0120584514475,20.0,4.0,10.0
242,20240521,14,263,273,307,489,horizontal,44,216,5964.496801227613,1539.6879544347396,4303.174309334893,1510.5749603717109,10915.804334849592,2242.0194546545194,10972.57238022441,1951.371614439326,130.0,95.0,10.0
243,20240521,15,271,649,315,693,vertical,44,44,6896.774669000363,1489.7997963444634,4727.263829707433,1195.4350107170987,11465.872539508182,2560.048995374694,11615.79886520587,1809.286984065644,33.0,37.0,10.0
244,20240521,16,274,788,318,1004,horizontal,44,216,5897.132518771391,1669.107571933774,4149.842831774129,1625.70956281002,9909.853240261498,1949.3049984892548,9926.47538063598,1847.5264276182656,120.0,87.0,10.0
245,20240521,17,274,1165,318,1209,vertical,44,44,6310.683581905032,1122.7178956505882,3491.5853162668013,563.3732919901065,10618.172872541209,1664.2269630169276,8310.946717264746,2264.7432305597254,23.0,4.0,10.0
246,20240521,18,277,1300,321,1516,horizontal,44,216,5723.452684458688,1532.9615979133546,3045.9593294676783,1088.1481790240912,9564.98678868138,2249.257244960138,8265.690796695808,1693.1848215395642,106.0,45.0,10.0
247,20240521,19,401,146,445,492,horizontal,44,346,6285.761458229638,1965.4660839181083,3307.104291253364,1105.6121855802276,10258.01483970295,1821.7165916916829,9623.512144404276,1907.7953034691784,141.0,95.0,10.0
248,20240521,20,403,654,447,1000,horizontal,44,346,6525.569351918327,2049.7660059990385,4343.891709238094,1357.0705177544137,10575.65700342044,2213.905731947428,9344.593363741156,1798.4899310962214,209.0,101.0,10.0
249,20240521,21,410,1161,454,1507,horizontal,44,346,5524.694053628276,1876.0592377215544,2077.0147976174067,641.8329522958356,9262.129613293007,2402.92432425034,6540.005343103898,1223.987119609157,129.0,64.0,10.0
250,20240521,22,514,139,558,247,horizontal,44,108,5406.829208989872,1542.105179971222,4167.823263636476,1247.2872720937546,8970.128590272874,2044.8248753397463,9510.53521741442,1434.7964506860658,69.0,50.0,10.0
251,20240521,23,514,362,558,492,horizontal,44,130,5527.378221557199,1527.902331367399,3632.385966743665,1306.201190173815,9844.7006537407,2125.091180727612,9813.876993588608,1924.6919417544896,82.0,67.0,10.0
252,20240521,24,519,653,563,761,horizontal,44,108,6107.782299069372,2495.009932571209,4198.075816618584,1766.440968890737,9742.19842705308,1769.3348164336392,10168.21002417714,2167.6130707133348,67.0,58.0,10.0
253,20240521,25,522,875,566,1005,horizontal,44,130,5867.575637928331,1605.0430643799791,3767.54602947553,1103.0616393431949,9811.777791626228,1894.393655844024,8378.923258048006,1549.982573736252,80.0,36.0,10.0
254,20240521,26,527,1166,571,1274,horizontal,44,108,4896.914359640512,1829.6636787566845,2705.7859562791496,824.6508503250963,8663.422181947744,2601.738465919951,8625.27321464573,1552.5549337288603,44.0,24.0,10.0
255,20240521,27,530,1389,574,1519,horizontal,44,130,5074.499713537258,1446.5551334427987,1838.5962546512944,392.4788675302159,8494.577630376314,2500.0720155098693,5881.855391326961,1670.6054343101157,41.0,16.0,10.0
256,20240521,28,645,136,689,222,horizontal,44,86,5867.833777808872,1942.6275585101891,4466.23094143906,1547.106263284198,10542.587025137927,2077.163172364603,8568.603830015998,2250.033501252627,49.0,16.0,10.0
257,20240521,29,646,315,690,488,horizontal,44,173,6639.163138104083,2237.1364018426384,4475.347418783734,1728.140487794593,10465.681266620377,2480.7273351591325,10174.293919941456,2019.0598850670528,91.0,83.0,10.0
258,20240521,30,649,651,693,737,horizontal,44,86,5748.10113916363,1950.2532013305772,2661.135101220288,659.4243227177682,9835.571952373031,2038.6663654385256,7615.924936458763,1380.57670674679,42.0,17.0,10.0
259,20240521,31,660,1338,704,1511,horizontal,44,173,5164.874331260011,1559.1618785319447,2329.420477432301,488.64088929403465,8365.999524600735,2162.44721924221,6641.87073308164,1150.1253642045117,43.0,24.0,10.0
260,20240521,32,774,133,818,177,vertical,44,44,5521.1769482676655,1886.3266711099288,2147.499207683137,644.2497547787096,8933.2635557854,2565.2859841785294,8756.754283927903,2153.1272438892024,14.0,6.0,10.0
