,alpha,L,beta_factor,rho0,poltime_mode,poltime_dscore
9932,15.0,3.948717948717949,0.5,0.4,105.1051,80.0801
9933,15.0,3.948717948717949,0.5,0.4,50.0501,30.03
9934,15.0,3.948717948717949,0.5,0.4,50.0501,25.025
9935,15.0,3.948717948717949,0.5,0.4,75.0751,50.0501
9936,15.0,3.948717948717949,0.5,0.4,105.1051,85.0851
9937,15.0,3.948717948717949,0.5,0.4,60.0601,40.04
9938,15.0,3.948717948717949,0.5,0.4,50.0501,30.03
9939,15.0,3.948717948717949,0.5,0.4,85.0851,65.0651
9940,15.0,3.948717948717949,0.5,0.4,95.0951,75.0751
9941,15.0,3.948717948717949,0.5,0.4,85.0851,65.0651
9942,15.0,3.948717948717949,0.5,0.4,110.1101,85.0851
9943,15.0,3.948717948717949,0.5,0.4,65.0651,45.045
9944,15.0,3.948717948717949,0.5,0.4,45.045,20.02
9945,15.0,3.948717948717949,0.5,0.4,80.0801,60.0601
9946,15.0,3.948717948717949,0.5,0.4,70.0701,50.0501
9947,15.0,3.948717948717949,0.5,0.4,70.0701,55.0551
9948,15.0,3.948717948717949,0.5,0.4,80.0801,60.0601
9949,15.0,3.948717948717949,0.5,0.4,55.0551,35.035
9950,15.0,3.948717948717949,0.5,0.4,50.0501,30.03
9951,15.0,3.948717948717949,0.5,0.4,45.045,25.025
9952,15.0,3.948717948717949,0.5,0.4,60.0601,40.04
9953,15.0,3.948717948717949,0.5,0.4,55.0551,30.03
9954,15.0,3.948717948717949,0.5,0.4,65.0651,45.045
9955,15.0,3.948717948717949,0.5,0.4,75.0751,55.0551
9956,15.0,3.948717948717949,0.5,0.4,180.1802,160.1602
9957,15.0,3.948717948717949,0.5,0.4,150.1502,130.1301
9958,15.0,3.948717948717949,0.5,0.4,155.1552,140.1401
9959,15.0,3.948717948717949,0.5,0.4,70.0701,50.0501
9960,15.0,3.948717948717949,0.5,0.4,50.0501,30.03
9961,15.0,3.948717948717949,0.5,0.4,40.04,20.02
9962,15.0,3.948717948717949,0.5,0.4,45.045,25.025
9963,15.0,3.948717948717949,0.5,0.4,55.0551,35.035
9964,15.0,3.948717948717949,0.5,0.4,80.0801,60.0601
9965,15.0,3.948717948717949,0.5,0.4,50.0501,25.025
9966,15.0,3.948717948717949,0.5,0.4,65.0651,50.0501
9967,15.0,3.948717948717949,0.5,0.4,60.0601,40.04
9968,15.0,3.948717948717949,0.5,0.4,75.0751,55.0551
9969,15.0,3.948717948717949,0.5,0.4,65.0651,50.0501
9970,15.0,3.948717948717949,0.5,0.4,50.0501,35.035
9971,15.0,3.948717948717949,0.5,0.4,60.0601,40.04
9972,15.0,3.948717948717949,0.5,0.4,70.0701,50.0501
9973,15.0,3.948717948717949,0.5,0.4,45.045,25.025
9974,15.0,3.948717948717949,0.5,0.4,55.0551,35.035
9975,15.0,3.948717948717949,0.5,0.4,80.0801,65.0651
9976,15.0,3.948717948717949,0.5,0.4,70.0701,50.0501
9977,15.0,3.948717948717949,0.5,0.4,60.0601,40.04
9978,15.0,3.948717948717949,0.5,0.4,60.0601,35.035
9979,15.0,3.948717948717949,0.5,0.4,65.0651,45.045
9980,15.0,3.948717948717949,0.5,0.4,65.0651,45.045
9981,15.0,3.948717948717949,0.5,0.4,45.045,25.025
9982,15.0,3.948717948717949,0.5,0.4,70.0701,50.0501
9983,15.0,3.948717948717949,0.5,0.4,45.045,25.025
9984,15.0,3.948717948717949,0.5,0.4,75.0751,50.0501
9985,15.0,3.948717948717949,0.5,0.4,75.0751,55.0551
9986,15.0,3.948717948717949,0.5,0.4,90.0901,70.0701
9987,15.0,3.948717948717949,0.5,0.4,55.0551,35.035
9988,15.0,3.948717948717949,0.5,0.4,95.0951,75.0751
9989,15.0,3.948717948717949,0.5,0.4,75.0751,55.0551
9990,15.0,3.948717948717949,0.5,0.4,55.0551,40.04
9991,15.0,3.948717948717949,0.5,0.4,65.0651,45.045
9992,15.0,3.948717948717949,0.5,0.4,65.0651,45.045
9993,15.0,3.948717948717949,0.5,0.4,85.0851,65.0651
9994,15.0,3.948717948717949,0.5,0.4,65.0651,45.045
9995,15.0,3.948717948717949,0.5,0.4,135.1351,110.1101
9996,15.0,3.948717948717949,0.5,0.4,65.0651,45.045
9997,15.0,3.948717948717949,0.5,0.4,55.0551,35.035
9998,15.0,3.948717948717949,0.5,0.4,50.0501,30.03
9999,15.0,3.948717948717949,0.5,0.4,50.0501,30.03
16500,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16501,20.0,3.543589743589744,1.0,0.4,35.035,30.03
16502,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16503,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16504,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16505,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16506,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16507,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16508,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16509,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16510,20.0,3.543589743589744,1.0,0.4,20.02,10.01
16511,20.0,3.543589743589744,1.0,0.4,15.015,10.01
16512,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16513,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16514,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16515,20.0,3.543589743589744,1.0,0.4,20.02,10.01
16516,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16517,20.0,3.543589743589744,1.0,0.4,45.045,40.04
16518,20.0,3.543589743589744,1.0,0.4,10.01,5.005
16519,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16520,20.0,3.543589743589744,1.0,0.4,10.01,0.0
16521,20.0,3.543589743589744,1.0,0.4,70.0701,60.0601
16522,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16523,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16524,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16525,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16526,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16527,20.0,3.543589743589744,1.0,0.4,10.01,0.0
16528,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16529,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16530,20.0,3.543589743589744,1.0,0.4,10.01,0.0
16531,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16532,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16533,20.0,3.543589743589744,1.0,0.4,10.01,0.0
16534,20.0,3.543589743589744,1.0,0.4,15.015,5.005
16535,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16536,20.0,3.543589743589744,1.0,0.4,20.02,10.01
16537,20.0,3.543589743589744,1.0,0.4,10.01,0.0
16538,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16539,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16540,20.0,3.543589743589744,1.0,0.4,55.0551,45.045
16541,20.0,3.543589743589744,1.0,0.4,15.015,10.01
16542,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16543,20.0,3.543589743589744,1.0,0.4,50.0501,45.045
16544,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16545,20.0,3.543589743589744,1.0,0.4,35.035,25.025
16546,20.0,3.543589743589744,1.0,0.4,80.0801,70.0701
16547,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16548,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16549,20.0,3.543589743589744,1.0,0.4,15.015,10.01
16550,20.0,3.543589743589744,1.0,0.4,10.01,0.0
16551,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16552,20.0,3.543589743589744,1.0,0.4,30.03,25.025
16553,20.0,3.543589743589744,1.0,0.4,50.0501,40.04
16554,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16555,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16556,20.0,3.543589743589744,1.0,0.4,70.0701,60.0601
16557,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16558,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16559,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16560,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16561,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16562,20.0,3.543589743589744,1.0,0.4,25.025,15.015
16563,20.0,3.543589743589744,1.0,0.4,15.015,5.005
16564,20.0,3.543589743589744,1.0,0.4,10.01,0.0
16565,20.0,3.543589743589744,1.0,0.4,60.0601,55.0551
16566,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16567,20.0,3.543589743589744,1.0,0.4,10.01,5.005
16568,20.0,3.543589743589744,1.0,0.4,10.01,0.0
16569,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16570,20.0,3.543589743589744,1.0,0.4,70.0701,65.0651
16571,20.0,3.543589743589744,1.0,0.4,10.01,0.0
16572,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16573,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16574,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16575,20.0,3.543589743589744,1.0,0.4,30.03,20.02
16576,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16577,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16578,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16579,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16580,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16581,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16582,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16583,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16584,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16585,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16586,20.0,3.543589743589744,1.0,0.4,15.015,5.005
16587,20.0,3.543589743589744,1.0,0.4,30.03,20.02
16588,20.0,3.543589743589744,1.0,0.4,10.01,5.005
16589,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16590,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16591,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16592,20.0,3.543589743589744,1.0,0.4,40.04,30.03
16593,20.0,3.543589743589744,1.0,0.4,5.005,0.0
16594,20.0,3.543589743589744,1.0,0.4,10.01,5.005
16595,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16596,20.0,3.543589743589744,1.0,0.4,35.035,25.025
16597,20.0,3.543589743589744,1.0,0.4,0.0,0.0
16598,20.0,3.543589743589744,1.0,0.4,15.015,5.005
16599,20.0,3.543589743589744,1.0,0.4,60.0601,50.0501
17500,15.0,3.948717948717949,1.5,0.4,200.2002,165.1652
17501,15.0,3.948717948717949,1.5,0.4,120.1201,85.0851
17502,15.0,3.948717948717949,1.5,0.4,155.1552,125.1251
17503,15.0,3.948717948717949,1.5,0.4,100.1001,70.0701
17504,15.0,3.948717948717949,1.5,0.4,115.1151,85.0851
17505,15.0,3.948717948717949,1.5,0.4,95.0951,65.0651
17506,15.0,3.948717948717949,1.5,0.4,75.0751,45.045
17507,15.0,3.948717948717949,1.5,0.4,195.1952,165.1652
17508,15.0,3.948717948717949,1.5,0.4,105.1051,75.0751
17509,15.0,3.948717948717949,1.5,0.4,155.1552,125.1251
17510,15.0,3.948717948717949,1.5,0.4,140.1401,110.1101
17511,15.0,3.948717948717949,1.5,0.4,210.2102,180.1802
17512,15.0,3.948717948717949,1.5,0.4,165.1652,130.1301
17513,15.0,3.948717948717949,1.5,0.4,125.1251,95.0951
17514,15.0,3.948717948717949,1.5,0.4,170.1702,140.1401
17515,15.0,3.948717948717949,1.5,0.4,210.2102,175.1752
17516,15.0,3.948717948717949,1.5,0.4,125.1251,90.0901
17517,15.0,3.948717948717949,1.5,0.4,305.3053,275.2753
17518,15.0,3.948717948717949,1.5,0.4,155.1552,120.1201
17519,15.0,3.948717948717949,1.5,0.4,100.1001,70.0701
17520,15.0,3.948717948717949,1.5,0.4,135.1351,100.1001
17521,15.0,3.948717948717949,1.5,0.4,105.1051,70.0701
17522,15.0,3.948717948717949,1.5,0.4,170.1702,135.1351
17523,15.0,3.948717948717949,1.5,0.4,210.2102,175.1752
17524,15.0,3.948717948717949,1.5,0.4,275.2753,245.2452
17525,15.0,3.948717948717949,1.5,0.4,115.1151,80.0801
17526,15.0,3.948717948717949,1.5,0.4,175.1752,145.1451
17527,15.0,3.948717948717949,1.5,0.4,125.1251,90.0901
17528,15.0,3.948717948717949,1.5,0.4,100.1001,65.0651
17529,15.0,3.948717948717949,1.5,0.4,135.1351,105.1051
17530,15.0,3.948717948717949,1.5,0.4,115.1151,85.0851
17531,15.0,3.948717948717949,1.5,0.4,125.1251,95.0951
17532,15.0,3.948717948717949,1.5,0.4,100.1001,70.0701
17533,15.0,3.948717948717949,1.5,0.4,80.0801,50.0501
17534,15.0,3.948717948717949,1.5,0.4,145.1451,115.1151
17535,15.0,3.948717948717949,1.5,0.4,175.1752,145.1451
17536,15.0,3.948717948717949,1.5,0.4,105.1051,75.0751
17537,15.0,3.948717948717949,1.5,0.4,160.1602,125.1251
17538,15.0,3.948717948717949,1.5,0.4,165.1652,135.1351
17539,15.0,3.948717948717949,1.5,0.4,165.1652,135.1351
17540,15.0,3.948717948717949,1.5,0.4,135.1351,105.1051
17541,15.0,3.948717948717949,1.5,0.4,115.1151,80.0801
17542,15.0,3.948717948717949,1.5,0.4,130.1301,95.0951
17543,15.0,3.948717948717949,1.5,0.4,120.1201,90.0901
17544,15.0,3.948717948717949,1.5,0.4,200.2002,165.1652
17545,15.0,3.948717948717949,1.5,0.4,140.1401,105.1051
17546,15.0,3.948717948717949,1.5,0.4,325.3253,290.2903
17547,15.0,3.948717948717949,1.5,0.4,160.1602,130.1301
17548,15.0,3.948717948717949,1.5,0.4,200.2002,170.1702
17549,15.0,3.948717948717949,1.5,0.4,120.1201,90.0901
17550,15.0,3.948717948717949,1.5,0.4,245.2452,210.2102
17551,15.0,3.948717948717949,1.5,0.4,90.0901,60.0601
17552,15.0,3.948717948717949,1.5,0.4,130.1301,95.0951
17553,15.0,3.948717948717949,1.5,0.4,160.1602,130.1301
17554,15.0,3.948717948717949,1.5,0.4,175.1752,145.1451
17555,15.0,3.948717948717949,1.5,0.4,115.1151,85.0851
17556,15.0,3.948717948717949,1.5,0.4,260.2603,230.2302
17557,15.0,3.948717948717949,1.5,0.4,135.1351,100.1001
17558,15.0,3.948717948717949,1.5,0.4,205.2052,170.1702
17559,15.0,3.948717948717949,1.5,0.4,195.1952,160.1602
17560,15.0,3.948717948717949,1.5,0.4,155.1552,125.1251
17561,15.0,3.948717948717949,1.5,0.4,145.1451,115.1151
17562,15.0,3.948717948717949,1.5,0.4,115.1151,85.0851
17563,15.0,3.948717948717949,1.5,0.4,130.1301,100.1001
17564,15.0,3.948717948717949,1.5,0.4,105.1051,70.0701
17565,15.0,3.948717948717949,1.5,0.4,130.1301,100.1001
17566,15.0,3.948717948717949,1.5,0.4,165.1652,135.1351
17567,15.0,3.948717948717949,1.5,0.4,180.1802,150.1502
17568,15.0,3.948717948717949,1.5,0.4,105.1051,75.0751
17569,15.0,3.948717948717949,1.5,0.4,145.1451,110.1101
17570,15.0,3.948717948717949,1.5,0.4,135.1351,100.1001
17571,15.0,3.948717948717949,1.5,0.4,150.1502,120.1201
17572,15.0,3.948717948717949,1.5,0.4,150.1502,120.1201
17573,15.0,3.948717948717949,1.5,0.4,130.1301,100.1001
17574,15.0,3.948717948717949,1.5,0.4,155.1552,125.1251
17575,15.0,3.948717948717949,1.5,0.4,165.1652,135.1351
17576,15.0,3.948717948717949,1.5,0.4,170.1702,135.1351
17577,15.0,3.948717948717949,1.5,0.4,200.2002,170.1702
17578,15.0,3.948717948717949,1.5,0.4,120.1201,85.0851
17579,15.0,3.948717948717949,1.5,0.4,125.1251,90.0901
17580,15.0,3.948717948717949,1.5,0.4,120.1201,90.0901
17581,15.0,3.948717948717949,1.5,0.4,115.1151,80.0801
17582,15.0,3.948717948717949,1.5,0.4,100.1001,70.0701
17583,15.0,3.948717948717949,1.5,0.4,160.1602,130.1301
17584,15.0,3.948717948717949,1.5,0.4,145.1451,115.1151
17585,15.0,3.948717948717949,1.5,0.4,120.1201,90.0901
17586,15.0,3.948717948717949,1.5,0.4,145.1451,115.1151
17587,15.0,3.948717948717949,1.5,0.4,100.1001,70.0701
17588,15.0,3.948717948717949,1.5,0.4,80.0801,45.045
17589,15.0,3.948717948717949,1.5,0.4,170.1702,135.1351
17590,15.0,3.948717948717949,1.5,0.4,235.2352,205.2052
17591,15.0,3.948717948717949,1.5,0.4,210.2102,180.1802
17592,15.0,3.948717948717949,1.5,0.4,130.1301,100.1001
17593,15.0,3.948717948717949,1.5,0.4,135.1351,105.1051
17594,15.0,3.948717948717949,1.5,0.4,65.0651,35.035
17595,15.0,3.948717948717949,1.5,0.4,135.1351,105.1051
17596,15.0,3.948717948717949,1.5,0.4,145.1451,110.1101
17597,15.0,3.948717948717949,1.5,0.4,160.1602,130.1301
17598,15.0,3.948717948717949,1.5,0.4,185.1852,155.1552
17599,15.0,3.948717948717949,1.5,0.4,185.1852,150.1502
17900,15.0,3.341025641025641,1.5,0.4,20.02,15.015
17901,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17902,15.0,3.341025641025641,1.5,0.4,50.0501,40.04
17903,15.0,3.341025641025641,1.5,0.4,35.035,30.03
17904,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17905,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17906,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17907,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17908,15.0,3.341025641025641,1.5,0.4,55.0551,45.045
17909,15.0,3.341025641025641,1.5,0.4,35.035,30.03
17910,15.0,3.341025641025641,1.5,0.4,20.02,15.015
17911,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17912,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17913,15.0,3.341025641025641,1.5,0.4,70.0701,60.0601
17914,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17915,15.0,3.341025641025641,1.5,0.4,70.0701,60.0601
17916,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17917,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17918,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17919,15.0,3.341025641025641,1.5,0.4,50.0501,40.04
17920,15.0,3.341025641025641,1.5,0.4,60.0601,50.0501
17921,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17922,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17923,15.0,3.341025641025641,1.5,0.4,35.035,30.03
17924,15.0,3.341025641025641,1.5,0.4,110.1101,100.1001
17925,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17926,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17927,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17928,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17929,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17930,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17931,15.0,3.341025641025641,1.5,0.4,20.02,10.01
17932,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17933,15.0,3.341025641025641,1.5,0.4,60.0601,50.0501
17934,15.0,3.341025641025641,1.5,0.4,50.0501,40.04
17935,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17936,15.0,3.341025641025641,1.5,0.4,45.045,35.035
17937,15.0,3.341025641025641,1.5,0.4,45.045,35.035
17938,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17939,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17940,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17941,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17942,15.0,3.341025641025641,1.5,0.4,45.045,35.035
17943,15.0,3.341025641025641,1.5,0.4,25.025,20.02
17944,15.0,3.341025641025641,1.5,0.4,50.0501,40.04
17945,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17946,15.0,3.341025641025641,1.5,0.4,60.0601,50.0501
17947,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17948,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17949,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17950,15.0,3.341025641025641,1.5,0.4,35.035,30.03
17951,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17952,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17953,15.0,3.341025641025641,1.5,0.4,55.0551,45.045
17954,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17955,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17956,15.0,3.341025641025641,1.5,0.4,20.02,10.01
17957,15.0,3.341025641025641,1.5,0.4,20.02,10.01
17958,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17959,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17960,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17961,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17962,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17963,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17964,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17965,15.0,3.341025641025641,1.5,0.4,55.0551,45.045
17966,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17967,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17968,15.0,3.341025641025641,1.5,0.4,25.025,20.02
17969,15.0,3.341025641025641,1.5,0.4,30.03,25.025
17970,15.0,3.341025641025641,1.5,0.4,50.0501,40.04
17971,15.0,3.341025641025641,1.5,0.4,45.045,35.035
17972,15.0,3.341025641025641,1.5,0.4,45.045,35.035
17973,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17974,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17975,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17976,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17977,15.0,3.341025641025641,1.5,0.4,45.045,35.035
17978,15.0,3.341025641025641,1.5,0.4,55.0551,45.045
17979,15.0,3.341025641025641,1.5,0.4,20.02,10.01
17980,15.0,3.341025641025641,1.5,0.4,35.035,30.03
17981,15.0,3.341025641025641,1.5,0.4,35.035,25.025
17982,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17983,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17984,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17985,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17986,15.0,3.341025641025641,1.5,0.4,25.025,20.02
17987,15.0,3.341025641025641,1.5,0.4,30.03,25.025
17988,15.0,3.341025641025641,1.5,0.4,55.0551,45.045
17989,15.0,3.341025641025641,1.5,0.4,25.025,15.015
17990,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17991,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17992,15.0,3.341025641025641,1.5,0.4,30.03,25.025
17993,15.0,3.341025641025641,1.5,0.4,45.045,35.035
17994,15.0,3.341025641025641,1.5,0.4,40.04,35.035
17995,15.0,3.341025641025641,1.5,0.4,30.03,20.02
17996,15.0,3.341025641025641,1.5,0.4,40.04,30.03
17997,15.0,3.341025641025641,1.5,0.4,110.1101,100.1001
17998,15.0,3.341025641025641,1.5,0.4,45.045,35.035
17999,15.0,3.341025641025641,1.5,0.4,30.03,20.02
19800,20.0,3.948717948717949,1.5,0.4,690.6907,545.5455
19801,20.0,3.948717948717949,1.5,0.4,465.4655,320.3203
19802,20.0,3.948717948717949,1.5,0.4,865.8659,720.7207
19803,20.0,3.948717948717949,1.5,0.4,660.6607,515.5155
19804,20.0,3.948717948717949,1.5,0.4,1131.1311,985.986
19805,20.0,3.948717948717949,1.5,0.4,785.7858,640.6406
19806,20.0,3.948717948717949,1.5,0.4,680.6807,535.5355
19807,20.0,3.948717948717949,1.5,0.4,690.6907,545.5455
19808,20.0,3.948717948717949,1.5,0.4,545.5455,400.4004
19809,20.0,3.948717948717949,1.5,0.4,795.7958,650.6507
19810,20.0,3.948717948717949,1.5,0.4,760.7608,615.6156
19811,20.0,3.948717948717949,1.5,0.4,955.956,810.8108
19812,20.0,3.948717948717949,1.5,0.4,785.7858,635.6356
19813,20.0,3.948717948717949,1.5,0.4,580.5806,435.4354
19814,20.0,3.948717948717949,1.5,0.4,770.7708,625.6256
19815,20.0,3.948717948717949,1.5,0.4,600.6006,455.4555
19816,20.0,3.948717948717949,1.5,0.4,1171.1712,1026.026
19817,20.0,3.948717948717949,1.5,0.4,290.2903,145.1451
19818,20.0,3.948717948717949,1.5,0.4,1081.0811,935.9359
19819,20.0,3.948717948717949,1.5,0.4,685.6857,540.5405
19820,20.0,3.948717948717949,1.5,0.4,855.8559,710.7107
19821,20.0,3.948717948717949,1.5,0.4,580.5806,435.4354
19822,20.0,3.948717948717949,1.5,0.4,510.5105,365.3654
19823,20.0,3.948717948717949,1.5,0.4,465.4655,320.3203
19824,20.0,3.948717948717949,1.5,0.4,540.5405,395.3954
19825,20.0,3.948717948717949,1.5,0.4,920.9209,775.7758
19826,20.0,3.948717948717949,1.5,0.4,470.4705,325.3253
19827,20.0,3.948717948717949,1.5,0.4,1251.2513,1106.1061
19828,20.0,3.948717948717949,1.5,0.4,360.3604,215.2152
19829,20.0,3.948717948717949,1.5,0.4,645.6456,500.5005
19830,20.0,3.948717948717949,1.5,0.4,525.5255,380.3804
19831,20.0,3.948717948717949,1.5,0.4,1156.1562,1011.011
19832,20.0,3.948717948717949,1.5,0.4,500.5005,355.3554
19833,20.0,3.948717948717949,1.5,0.4,720.7207,580.5806
19834,20.0,3.948717948717949,1.5,0.4,1191.1912,1046.046
19835,20.0,3.948717948717949,1.5,0.4,1041.041,895.8959
19836,20.0,3.948717948717949,1.5,0.4,990.991,845.8458
19837,20.0,3.948717948717949,1.5,0.4,925.9259,780.7808
19838,20.0,3.948717948717949,1.5,0.4,1051.0511,905.9059
19839,20.0,3.948717948717949,1.5,0.4,785.7858,640.6406
19840,20.0,3.948717948717949,1.5,0.4,460.4605,315.3153
19841,20.0,3.948717948717949,1.5,0.4,725.7257,580.5806
19842,20.0,3.948717948717949,1.5,0.4,780.7808,635.6356
19843,20.0,3.948717948717949,1.5,0.4,810.8108,665.6657
19844,20.0,3.948717948717949,1.5,0.4,660.6607,510.5105
19845,20.0,3.948717948717949,1.5,0.4,485.4855,340.3403
19846,20.0,3.948717948717949,1.5,0.4,1151.1512,1006.006
19847,20.0,3.948717948717949,1.5,0.4,460.4605,315.3153
19848,20.0,3.948717948717949,1.5,0.4,1056.0561,910.9109
19849,20.0,3.948717948717949,1.5,0.4,940.9409,795.7958
19850,20.0,3.948717948717949,1.5,0.4,880.8809,735.7357
19851,20.0,3.948717948717949,1.5,0.4,770.7708,625.6256
19852,20.0,3.948717948717949,1.5,0.4,485.4855,340.3403
19853,20.0,3.948717948717949,1.5,0.4,920.9209,775.7758
19854,20.0,3.948717948717949,1.5,0.4,725.7257,580.5806
19855,20.0,3.948717948717949,1.5,0.4,585.5856,440.4404
19856,20.0,3.948717948717949,1.5,0.4,520.5205,375.3754
19857,20.0,3.948717948717949,1.5,0.4,675.6757,525.5255
19858,20.0,3.948717948717949,1.5,0.4,1066.0661,920.9209
19859,20.0,3.948717948717949,1.5,0.4,625.6256,480.4805
19860,20.0,3.948717948717949,1.5,0.4,870.8709,725.7257
19861,20.0,3.948717948717949,1.5,0.4,760.7608,615.6156
19862,20.0,3.948717948717949,1.5,0.4,750.7508,605.6056
19863,20.0,3.948717948717949,1.5,0.4,565.5656,420.4204
19864,20.0,3.948717948717949,1.5,0.4,675.6757,535.5355
19865,20.0,3.948717948717949,1.5,0.4,740.7407,595.5956
19866,20.0,3.948717948717949,1.5,0.4,815.8158,670.6707
