,Unnamed: 0,t,dominant_mode,dscore,amplitude,is_polarized_mode,is_polarized_dscore,pattern_group,alpha,L,beta_factor,rho0
143686,4,2.4242424242424243,1.25,0.4146609799346248,0.959077575711048,False,True,3,20.0,3.1724137931034484,1.0,0.4
143719,4,2.4242424242424243,0.5,0.6375752991849083,0.9715056360826264,True,True,1,20.0,3.1724137931034484,1.0,0.4
143752,4,2.4242424242424243,1.25,0.160440910610052,0.9422483056124584,False,False,3,20.0,3.1724137931034484,1.0,0.4
143785,4,2.4242424242424243,0.5,0.938581448911845,0.9609565916470034,True,True,1,20.0,3.1724137931034484,1.0,0.4
143818,4,2.4242424242424243,0.5,0.9476170135698406,0.9464714168749772,True,True,1,20.0,3.1724137931034484,1.0,0.4
143851,4,2.4242424242424243,1.25,0.4821497974710749,0.967407143287898,False,True,3,20.0,3.1724137931034484,1.0,0.4
143884,4,2.4242424242424243,1.0,0.5330633657689084,0.9518519138992982,False,True,2,20.0,3.1724137931034484,1.0,0.4
143917,4,2.4242424242424243,0.5,0.6168374444646552,0.97184450726441,True,True,1,20.0,3.1724137931034484,1.0,0.4
143950,4,2.4242424242424243,0.5,0.7132545206700227,0.9680481405328628,True,True,1,20.0,3.1724137931034484,1.0,0.4
143983,4,2.4242424242424243,1.0,0.4795161960743318,0.9530933777578608,False,True,2,20.0,3.1724137931034484,1.0,0.4
144016,4,2.4242424242424243,0.5,0.7034160057750434,0.9725429584400036,True,True,1,20.0,3.1724137931034484,1.0,0.4
144049,4,2.4242424242424243,0.5,0.8436574733610449,0.977848641773261,True,True,1,20.0,3.1724137931034484,1.0,0.4
144082,4,2.4242424242424243,1.25,0.2652852668606478,0.9540537139979768,False,False,3,20.0,3.1724137931034484,1.0,0.4
144115,4,2.4242424242424243,0.5,0.7320692363318776,0.9707331964806564,True,True,1,20.0,3.1724137931034484,1.0,0.4
144148,4,2.4242424242424243,1.25,0.0984415220767363,0.932868714555735,False,False,3,20.0,3.1724137931034484,1.0,0.4
144181,4,2.4242424242424243,0.5,0.7374495022480649,0.9680250481921168,True,True,1,20.0,3.1724137931034484,1.0,0.4
144214,4,2.4242424242424243,0.5,0.9492868369750688,0.9476718032172023,True,True,1,20.0,3.1724137931034484,1.0,0.4
144247,4,2.4242424242424243,0.5,0.9293733970417286,0.9444554299149338,True,True,1,20.0,3.1724137931034484,1.0,0.4
144280,4,2.4242424242424243,1.25,0.2391024971701139,0.9529460653554916,False,False,3,20.0,3.1724137931034484,1.0,0.4
144313,4,2.4242424242424243,1.0,0.5306093317328726,0.9532654658769542,False,True,2,20.0,3.1724137931034484,1.0,0.4
144346,4,2.4242424242424243,0.5,0.8343220579576838,0.9348703582745124,True,True,1,20.0,3.1724137931034484,1.0,0.4
144379,4,2.4242424242424243,1.25,0.467577872642348,0.9650869524829212,False,True,3,20.0,3.1724137931034484,1.0,0.4
144412,4,2.4242424242424243,1.25,0.5189832042721876,0.9686508518786984,False,True,3,20.0,3.1724137931034484,1.0,0.4
144445,4,2.4242424242424243,0.5,0.6629404974189037,0.9734341773248478,True,True,1,20.0,3.1724137931034484,1.0,0.4
144478,4,2.4242424242424243,0.5,0.696550160211685,0.8324345781198973,True,True,1,20.0,3.1724137931034484,1.0,0.4
144511,4,2.4242424242424243,1.25,0.4138160165272022,0.9641178608468632,False,True,3,20.0,3.1724137931034484,1.0,0.4
144544,4,2.4242424242424243,1.25,0.1637870296300494,0.9446852781009928,False,False,3,20.0,3.1724137931034484,1.0,0.4
144577,4,2.4242424242424243,1.0,0.0273330943344855,0.9485398304371074,False,False,2,20.0,3.1724137931034484,1.0,0.4
144610,4,2.4242424242424243,1.0,0.3202909181308551,0.9531737368919542,False,True,2,20.0,3.1724137931034484,1.0,0.4
144643,4,2.4242424242424243,1.25,0.5340547273485333,0.9694287189648828,False,True,3,20.0,3.1724137931034484,1.0,0.4
144676,4,2.4242424242424243,1.0,0.4827122765061421,0.9232272440099588,False,True,2,20.0,3.1724137931034484,1.0,0.4
144709,4,2.4242424242424243,0.5,0.7970174818758744,0.9444805481809764,True,True,1,20.0,3.1724137931034484,1.0,0.4
144742,4,2.4242424242424243,0.5,0.8907339191258591,0.9461558839283224,True,True,1,20.0,3.1724137931034484,1.0,0.4
144775,4,2.4242424242424243,1.0,0.4363007333440166,0.953834462024919,False,True,2,20.0,3.1724137931034484,1.0,0.4
144808,4,2.4242424242424243,0.5,0.794833145717276,0.945476271889075,True,True,1,20.0,3.1724137931034484,1.0,0.4
144841,4,2.4242424242424243,0.5,0.7496421358336679,0.9421080750964806,True,True,1,20.0,3.1724137931034484,1.0,0.4
144874,4,2.4242424242424243,0.5,0.894866360027261,0.9403197380988256,True,True,1,20.0,3.1724137931034484,1.0,0.4
144907,4,2.4242424242424243,1.25,0.4695650972388016,0.9672488028844872,False,True,3,20.0,3.1724137931034484,1.0,0.4
144940,4,2.4242424242424243,0.5,0.8911366606709147,0.9297422482303568,True,True,1,20.0,3.1724137931034484,1.0,0.4
144973,4,2.4242424242424243,1.0,0.090405928939208,0.949839140143605,False,False,2,20.0,3.1724137931034484,1.0,0.4
145006,4,2.4242424242424243,0.5,0.8636200417602679,0.9441067429065582,True,True,1,20.0,3.1724137931034484,1.0,0.4
145039,4,2.4242424242424243,1.0,0.6649916675575285,0.9495749453969872,False,True,2,20.0,3.1724137931034484,1.0,0.4
145072,4,2.4242424242424243,0.5,0.8039648885238908,0.9653442900934008,True,True,1,20.0,3.1724137931034484,1.0,0.4
145105,4,2.4242424242424243,1.25,0.553848235771986,0.9701115588519892,False,True,3,20.0,3.1724137931034484,1.0,0.4
145138,4,2.4242424242424243,1.25,0.3576754767490717,0.9598053541393324,False,True,3,20.0,3.1724137931034484,1.0,0.4
145171,4,2.4242424242424243,0.5,0.911621203068578,0.9785931851228544,True,True,1,20.0,3.1724137931034484,1.0,0.4
310204,4,2.4242424242424243,2.5,0.1707269192704657,0.9976256560128982,False,False,4,20.0,9.317241379310344,1.0,0.4
310237,4,2.4242424242424243,2.5,0.1378491851673101,0.9941439573946996,False,False,4,20.0,9.317241379310344,1.0,0.4
310270,4,2.4242424242424243,2.25,0.0147714936030111,0.99957193052142,False,False,4,20.0,9.317241379310344,1.0,0.4
310303,4,2.4242424242424243,2.25,0.1073970243750175,0.99856778270775,False,False,4,20.0,9.317241379310344,1.0,0.4
310336,4,2.4242424242424243,2.25,0.0531148080904139,0.9992588448614824,False,False,4,20.0,9.317241379310344,1.0,0.4
310369,4,2.4242424242424243,2.25,0.0237465008062006,0.9994859043354738,False,False,4,20.0,9.317241379310344,1.0,0.4
310402,4,2.4242424242424243,2.25,0.1675963896383613,0.9994259023391096,False,False,4,20.0,9.317241379310344,1.0,0.4
310435,4,2.4242424242424243,2.0,0.1539154779560429,0.9996344484330904,False,False,3,20.0,9.317241379310344,1.0,0.4
310468,4,2.4242424242424243,2.0,0.039824686866866,0.9975884982737618,False,False,3,20.0,9.317241379310344,1.0,0.4
310501,4,2.4242424242424243,2.0,0.0215143614707755,0.9941446996342148,False,False,3,20.0,9.317241379310344,1.0,0.4
310534,4,2.4242424242424243,2.5,0.2938653262277807,0.9992272537341776,False,False,4,20.0,9.317241379310344,1.0,0.4
310567,4,2.4242424242424243,2.5,0.204066843928018,0.9942742829244642,False,False,4,20.0,9.317241379310344,1.0,0.4
310600,4,2.4242424242424243,2.25,0.2082391077919591,0.9997089582657512,False,False,4,20.0,9.317241379310344,1.0,0.4
310633,4,2.4242424242424243,2.0,0.0239274732894098,0.9986192012723722,False,False,3,20.0,9.317241379310344,1.0,0.4
310666,4,2.4242424242424243,2.5,0.1756134158298731,0.989029888526036,False,False,4,20.0,9.317241379310344,1.0,0.4
310699,4,2.4242424242424243,1.5,0.2422065334676069,0.9997363139287138,False,False,3,20.0,9.317241379310344,1.0,0.4
310732,4,2.4242424242424243,2.0,0.1684267729180255,0.9995550995921574,False,False,3,20.0,9.317241379310344,1.0,0.4
