,Unnamed: 0,t,dominant_mode,dscore,amplitude,is_polarized_mode,is_polarized_dscore,pattern_group,alpha,L,beta_factor,rho0
1975681,4,2.4242424242424243,2.25,0.0215514518541429,0.9992404140346302,False,False,4,20.0,8.975862068965517,1.0,0.4
1975714,4,2.4242424242424243,2.5,0.150144666801189,0.9917181601816388,False,False,4,20.0,8.975862068965517,1.0,0.4
1975747,4,2.4242424242424243,2.25,0.0639408773628748,0.9954049966113572,False,False,4,20.0,8.975862068965517,1.0,0.4
1975780,4,2.4242424242424243,1.5,0.2439193808078377,0.9991862122784692,False,False,3,20.0,8.975862068965517,1.0,0.4
1975813,4,2.4242424242424243,2.5,0.211086157266071,0.9877415891713288,False,False,4,20.0,8.975862068965517,1.0,0.4
1975846,4,2.4242424242424243,2.5,0.1851216117165386,0.9945250530283084,False,False,4,20.0,8.975862068965517,1.0,0.4
1975879,4,2.4242424242424243,2.5,0.0850751221892949,0.9950048756782632,False,False,4,20.0,8.975862068965517,1.0,0.4
1975912,4,2.4242424242424243,2.25,0.0617824841865397,0.9989112429544164,False,False,4,20.0,8.975862068965517,1.0,0.4
1975945,4,2.4242424242424243,1.5,0.3466998225915492,0.9995481914587048,False,True,3,20.0,8.975862068965517,1.0,0.4
1975978,4,2.4242424242424243,1.5,0.3014690917475699,0.999646956627084,False,True,3,20.0,8.975862068965517,1.0,0.4
1976011,4,2.4242424242424243,2.5,0.166420386106436,0.990645628100217,False,False,4,20.0,8.975862068965517,1.0,0.4
1976044,4,2.4242424242424243,1.5,0.3379937269742101,0.9998611295352412,False,True,3,20.0,8.975862068965517,1.0,0.4
1976077,4,2.4242424242424243,2.0,0.012218987970104,0.9979906292441354,False,False,3,20.0,8.975862068965517,1.0,0.4
1976110,4,2.4242424242424243,2.5,0.1809776914003105,0.995370325207376,False,False,4,20.0,8.975862068965517,1.0,0.4
1976143,4,2.4242424242424243,1.5,0.2643562272770063,0.9997734210930398,False,False,3,20.0,8.975862068965517,1.0,0.4
1976176,4,2.4242424242424243,2.0,0.1509377214452693,0.9987575546959604,False,False,3,20.0,8.975862068965517,1.0,0.4
1976209,4,2.4242424242424243,1.5,0.2350508953028568,0.9994322519480072,False,False,3,20.0,8.975862068965517,1.0,0.4
1976242,4,2.4242424242424243,2.5,0.2297807959772381,0.9849059554598524,False,False,4,20.0,8.975862068965517,1.0,0.4
1976275,4,2.4242424242424243,1.5,0.3090181407664245,0.9996622473483948,False,True,3,20.0,8.975862068965517,1.0,0.4
1976308,4,2.4242424242424243,2.0,0.020670800278822,0.9972761542118592,False,False,3,20.0,8.975862068965517,1.0,0.4
1976341,4,2.4242424242424243,2.0,0.0330805079460535,0.996935732569274,False,False,3,20.0,8.975862068965517,1.0,0.4
1976374,4,2.4242424242424243,2.0,0.0651966177098289,0.9982321885885383,False,False,3,20.0,8.975862068965517,1.0,0.4
1976407,4,2.4242424242424243,1.5,0.2632173307874447,0.9995331893667088,False,False,3,20.0,8.975862068965517,1.0,0.4
1976440,4,2.4242424242424243,1.5,0.3210819935664518,0.9997878916633808,False,True,3,20.0,8.975862068965517,1.0,0.4
1976473,4,2.4242424242424243,2.25,0.024757889992764,0.9994081783425894,False,False,4,20.0,8.975862068965517,1.0,0.4
1976506,4,2.4242424242424243,3.0,0.0394413991865257,0.97326763182141,False,False,4,20.0,8.975862068965517,1.0,0.4
1976539,4,2.4242424242424243,1.5,0.2544294600885111,0.9992734841910632,False,False,3,20.0,8.975862068965517,1.0,0.4
1976572,4,2.4242424242424243,2.5,0.2724868186997994,0.9985268339953868,False,False,4,20.0,8.975862068965517,1.0,0.4
1976605,4,2.4242424242424243,2.0,0.0342478245038037,0.9985229997361786,False,False,3,20.0,8.975862068965517,1.0,0.4
1976638,4,2.4242424242424243,2.0,0.1062012378841023,0.9981316629308578,False,False,3,20.0,8.975862068965517,1.0,0.4
1976671,4,2.4242424242424243,2.25,0.0288806257784213,0.9988560018293708,False,False,4,20.0,8.975862068965517,1.0,0.4
1976704,4,2.4242424242424243,1.5,0.3063583053979468,0.999524925696496,False,True,3,20.0,8.975862068965517,1.0,0.4
1976737,4,2.4242424242424243,2.25,0.2586942026433755,0.9988547536058798,False,False,4,20.0,8.975862068965517,1.0,0.4
1976770,4,2.4242424242424243,2.0,0.088759637129902,0.9970200996905266,False,False,3,20.0,8.975862068965517,1.0,0.4
1976803,4,2.4242424242424243,2.25,0.1380265546691261,0.998565506015056,False,False,4,20.0,8.975862068965517,1.0,0.4
1976836,4,2.4242424242424243,2.5,0.0124047231938974,0.9889440027961424,False,False,4,20.0,8.975862068965517,1.0,0.4
1976869,4,2.4242424242424243,2.5,0.110095481880602,0.9935598258159156,False,False,4,20.0,8.975862068965517,1.0,0.4
1976902,4,2.4242424242424243,2.0,0.0639653649699717,0.994928471912444,False,False,3,20.0,8.975862068965517,1.0,0.4
1976935,4,2.4242424242424243,2.25,0.079948804524046,0.9932913838661146,False,False,4,20.0,8.975862068965517,1.0,0.4
1976968,4,2.4242424242424243,2.25,0.1456699440353724,0.9996739431499176,False,False,4,20.0,8.975862068965517,1.0,0.4
1977001,4,2.4242424242424243,1.5,0.2998951730566049,0.9993834753816128,False,False,3,20.0,8.975862068965517,1.0,0.4
1977034,4,2.4242424242424243,2.0,0.0077206436874512,0.9980217434924252,False,False,3,20.0,8.975862068965517,1.0,0.4
1977067,4,2.4242424242424243,2.5,0.243527936091365,0.9971298995929062,False,False,4,20.0,8.975862068965517,1.0,0.4
1977100,4,2.4242424242424243,2.0,0.0926769527860466,0.9991455870568124,False,False,3,20.0,8.975862068965517,1.0,0.4
1977133,4,2.4242424242424243,2.25,0.0115834736608126,0.997004427470023,False,False,4,20.0,8.975862068965517,1.0,0.4
1977166,4,2.4242424242424243,2.25,0.2771844817368179,0.9996898726448594,False,False,4,20.0,8.975862068965517,1.0,0.4
1977199,4,2.4242424242424243,2.25,0.0450766416568841,0.9976726078010484,False,False,4,20.0,8.975862068965517,1.0,0.4
1977232,4,2.4242424242424243,1.5,0.3564561046732576,0.9987070216371492,False,True,3,20.0,8.975862068965517,1.0,0.4
1977265,4,2.4242424242424243,2.0,0.1312582154943281,0.999402039545734,False,False,3,20.0,8.975862068965517,1.0,0.4
1977298,4,2.4242424242424243,2.5,0.1941761451114541,0.9910498622147084,False,False,4,20.0,8.975862068965517,1.0,0.4
1977331,4,2.4242424242424243,1.5,0.1798503210127655,0.9995922488246652,False,False,3,20.0,8.975862068965517,1.0,0.4
1977364,4,2.4242424242424243,2.0,0.1748166928781485,0.999148367066093,False,False,3,20.0,8.975862068965517,1.0,0.4
1977397,4,2.4242424242424243,1.5,0.177676757969134,0.9903910058882636,False,False,3,20.0,8.975862068965517,1.0,0.4
1977430,4,2.4242424242424243,2.25,0.1844688851820542,0.9990512429855608,False,False,4,20.0,8.975862068965517,1.0,0.4
1977463,4,2.4242424242424243,2.0,0.0128469378007626,0.9979789059267722,False,False,3,20.0,8.975862068965517,1.0,0.4
1977496,4,2.4242424242424243,2.25,0.1916718318467763,0.9984591841148628,False,False,4,20.0,8.975862068965517,1.0,0.4
1977529,4,2.4242424242424243,2.0,0.0586993270699974,0.997602328993156,False,False,3,20.0,8.975862068965517,1.0,0.4
1977562,4,2.4242424242424243,1.5,0.1753042589989278,0.9940272332028126,False,False,3,20.0,8.975862068965517,1.0,0.4
1977595,4,2.4242424242424243,2.5,0.2154456772250858,0.9963382776555416,False,False,4,20.0,8.975862068965517,1.0,0.4
1977628,4,2.4242424242424243,1.5,0.2793617548168742,0.9972428438212546,False,False,3,20.0,8.975862068965517,1.0,0.4
1977661,4,2.4242424242424243,2.25,0.2584526026914309,0.9994629177958704,False,False,4,20.0,8.975862068965517,1.0,0.4
1977694,4,2.4242424242424243,2.5,0.2369070905434095,0.9976070329355184,False,False,4,20.0,8.975862068965517,1.0,0.4
1977727,4,2.4242424242424243,2.0,0.0926706634867847,0.9989519439413276,False,False,3,20.0,8.975862068965517,1.0,0.4
1977760,4,2.4242424242424243,2.25,0.2600763701679158,0.9993586902328254,False,False,4,20.0,8.975862068965517,1.0,0.4
1977793,4,2.4242424242424243,2.25,0.0013246092733682,0.9978239295146224,False,False,4,20.0,8.975862068965517,1.0,0.4
1977826,4,2.4242424242424243,1.5,0.3549839755280162,0.9988639677457488,False,True,3,20.0,8.975862068965517,1.0,0.4
1977859,4,2.4242424242424243,2.25,0.0669460456609676,0.9997054113375377,False,False,4,20.0,8.975862068965517,1.0,0.4
1977892,4,2.4242424242424243,2.25,0.1103286061134195,0.9997614318179258,False,False,4,20.0,8.975862068965517,1.0,0.4
1977925,4,2.4242424242424243,2.5,0.24653399784214,0.9979051508503098,False,False,4,20.0,8.975862068965517,1.0,0.4
1977958,4,2.4242424242424243,1.5,0.3432251992156139,0.9972343637865192,False,True,3,20.0,8.975862068965517,1.0,0.4
1977991,4,2.4242424242424243,2.25,0.1356486853284247,0.9995284782789376,False,False,4,20.0,8.975862068965517,1.0,0.4
1978024,4,2.4242424242424243,2.5,0.1702852851248199,0.9977727075534204,False,False,4,20.0,8.975862068965517,1.0,0.4
1978057,4,2.4242424242424243,2.25,0.2546774108076525,0.9995628148009708,False,False,4,20.0,8.975862068965517,1.0,0.4
1978090,4,2.4242424242424243,2.5,0.0837982897564276,0.9952827701229944,False,False,4,20.0,8.975862068965517,1.0,0.4
1978123,4,2.4242424242424243,2.0,0.0604191587302217,0.9988476078940314,False,False,3,20.0,8.975862068965517,1.0,0.4
1978156,4,2.4242424242424243,2.25,0.2044319731597006,0.9996351937322968,False,False,4,20.0,8.975862068965517,1.0,0.4
1978189,4,2.4242424242424243,2.25,0.1742337646780747,0.9977616343504604,False,False,4,20.0,8.975862068965517,1.0,0.4
1978222,4,2.4242424242424243,2.0,0.0879851456045692,0.9990491978941444,False,False,3,20.0,8.975862068965517,1.0,0.4
1978255,4,2.4242424242424243,1.5,0.2921177836225212,0.9998002025435868,False,False,3,20.0,8.975862068965517,1.0,0.4
1978288,4,2.4242424242424243,2.5,0.1933000785220255,0.9973380927206954,False,False,4,20.0,8.975862068965517,1.0,0.4
1978321,4,2.4242424242424243,1.5,0.2825392579338934,0.9984259101705631,False,False,3,20.0,8.975862068965517,1.0,0.4
1978354,4,2.4242424242424243,2.0,0.0371273037067449,0.9986105149219212,False,False,3,20.0,8.975862068965517,1.0,0.4
1978387,4,2.4242424242424243,2.0,0.0172120239792066,0.99820897540688,False,False,3,20.0,8.975862068965517,1.0,0.4
1978420,4,2.4242424242424243,1.5,0.182777502474996,0.9992938740460684,False,False,3,20.0,8.975862068965517,1.0,0.4
1978453,4,2.4242424242424243,2.25,0.2063860760232142,0.9995594851544172,False,False,4,20.0,8.975862068965517,1.0,0.4
1978486,4,2.4242424242424243,1.5,0.3134142961157724,0.9994963498696628,False,True,3,20.0,8.975862068965517,1.0,0.4
1978519,4,2.4242424242424243,2.0,0.0105694558301172,0.9981846524225536,False,False,3,20.0,8.975862068965517,1.0,0.4
1978552,4,2.4242424242424243,1.5,0.4462980184864761,0.997343909196439,False,True,3,20.0,8.975862068965517,1.0,0.4
1978585,4,2.4242424242424243,2.0,0.1364947136594667,0.9992889128420624,False,False,3,20.0,8.975862068965517,1.0,0.4
1978618,4,2.4242424242424243,2.25,0.1679153251352657,0.9960677258560298,False,False,4,20.0,8.975862068965517,1.0,0.4
1978651,4,2.4242424242424243,2.0,0.1142184675496579,0.9992361100588032,False,False,3,20.0,8.975862068965517,1.0,0.4
1978684,4,2.4242424242424243,3.0,0.0692631367968658,0.9723207350218466,False,False,4,20.0,8.975862068965517,1.0,0.4
1978717,4,2.4242424242424243,2.0,0.0872523170996974,0.999003406341763,False,False,3,20.0,8.975862068965517,1.0,0.4
1978750,4,2.4242424242424243,2.25,0.2571084730318032,0.999113806724906,False,False,4,20.0,8.975862068965517,1.0,0.4
1978783,4,2.4242424242424243,2.25,0.2124084396982602,0.9989772339546812,False,False,4,20.0,8.975862068965517,1.0,0.4
1978816,4,2.4242424242424243,2.5,0.1793082591923944,0.9849447603825636,False,False,4,20.0,8.975862068965517,1.0,0.4
1978849,4,2.4242424242424243,2.25,0.0196974108472433,0.9994342292336238,False,False,4,20.0,8.975862068965517,1.0,0.4
1978882,4,2.4242424242424243,2.5,0.1867633356927851,0.9981085673545164,False,False,4,20.0,8.975862068965517,1.0,0.4
1978915,4,2.4242424242424243,2.5,0.1709349169811325,0.9931506076517628,False,False,4,20.0,8.975862068965517,1.0,0.4
1978948,4,2.4242424242424243,1.5,0.4088103832614529,0.9998559552747076,False,True,3,20.0,8.975862068965517,1.0,0.4
1978981,4,2.4242424242424243,1.5,0.3416107009166679,0.9990283141704678,False,True,3,20.0,8.975862068965517,1.0,0.4
1979014,4,2.4242424242424243,2.5,0.19675365762446,0.995417974458258,False,False,4,20.0,8.975862068965517,1.0,0.4
1979047,4,2.4242424242424243,2.25,0.0673155148680329,0.9984482573614762,False,False,4,20.0,8.975862068965517,1.0,0.4
1979080,4,2.4242424242424243,2.5,0.0113708437077912,0.99531457783925,False,False,4,20.0,8.975862068965517,1.0,0.4
1979113,4,2.4242424242424243,2.0,0.028452879774207,0.9975499880720784,False,False,3,20.0,8.975862068965517,1.0,0.4
1979146,4,2.4242424242424243,2.0,0.0966466235877236,0.9992124624623367,False,False,3,20.0,8.975862068965517,1.0,0.4
1979179,4,2.4242424242424243,1.5,0.2536644961052161,0.9992101452091028,False,False,3,20.0,8.975862068965517,1.0,0.4
1979212,4,2.4242424242424243,2.5,0.2467284778726276,0.9977049706103376,False,False,4,20.0,8.975862068965517,1.0,0.4
1979245,4,2.4242424242424243,2.0,0.0318005511209545,0.998361179599476,False,False,3,20.0,8.975862068965517,1.0,0.4
1979278,4,2.4242424242424243,2.25,0.031262175408209,0.9995766418801686,False,False,4,20.0,8.975862068965517,1.0,0.4
1979311,4,2.4242424242424243,1.5,0.2966578828701519,0.9991400424595858,False,False,3,20.0,8.975862068965517,1.0,0.4
1979344,4,2.4242424242424243,2.0,0.0488559330080279,0.9987335181512028,False,False,3,20.0,8.975862068965517,1.0,0.4
1979377,4,2.4242424242424243,2.0,0.0252065560529728,0.9983006711973004,False,False,3,20.0,8.975862068965517,1.0,0.4
1979410,4,2.4242424242424243,2.5,0.258630077411077,0.9953343401408709,False,False,4,20.0,8.975862068965517,1.0,0.4
1979443,4,2.4242424242424243,2.25,0.0468646340541931,0.9950017785575216,False,False,4,20.0,8.975862068965517,1.0,0.4
1979476,4,2.4242424242424243,2.0,0.107136345209479,0.9979120330108292,False,False,3,20.0,8.975862068965517,1.0,0.4
1979509,4,2.4242424242424243,2.5,0.2252599628992256,0.99825939256676,False,False,4,20.0,8.975862068965517,1.0,0.4
1979542,4,2.4242424242424243,2.0,0.0517446922019122,0.9986789161861336,False,False,3,20.0,8.975862068965517,1.0,0.4
1979575,4,2.4242424242424243,1.5,0.2680967281826337,0.999450317137996,False,False,3,20.0,8.975862068965517,1.0,0.4
1979608,4,2.4242424242424243,2.0,0.1366281985842499,0.9989939220616572,False,False,3,20.0,8.975862068965517,1.0,0.4
1979641,4,2.4242424242424243,1.5,0.1925325896658612,0.9996337607898752,False,False,3,20.0,8.975862068965517,1.0,0.4
1979674,4,2.4242424242424243,2.0,0.0768872221042123,0.9976153664975552,False,False,3,20.0,8.975862068965517,1.0,0.4
1979707,4,2.4242424242424243,2.25,0.2637982795107132,0.9972838333759404,False,False,4,20.0,8.975862068965517,1.0,0.4
1979740,4,2.4242424242424243,2.5,0.1169941005619018,0.9953838449314848,False,False,4,20.0,8.975862068965517,1.0,0.4
1979773,4,2.4242424242424243,2.5,0.2215711515669333,0.9968817927260348,False,False,4,20.0,8.975862068965517,1.0,0.4
1979806,4,2.4242424242424243,2.25,0.2745410649943658,0.9990162329589526,False,False,4,20.0,8.975862068965517,1.0,0.4
1979839,4,2.4242424242424243,2.0,0.1022029808875945,0.9986584571637606,False,False,3,20.0,8.975862068965517,1.0,0.4
1979872,4,2.4242424242424243,2.5,0.0545429554579157,0.9854266955377446,False,False,4,20.0,8.975862068965517,1.0,0.4
1979905,4,2.4242424242424243,2.25,0.1400261245008335,0.9997998885299668,False,False,4,20.0,8.975862068965517,1.0,0.4
1979938,4,2.4242424242424243,2.5,0.1192124023287016,0.9946697495537994,False,False,4,20.0,8.975862068965517,1.0,0.4
1979971,4,2.4242424242424243,2.25,0.1433299961291969,0.9986185154371064,False,False,4,20.0,8.975862068965517,1.0,0.4
2283604,4,2.4242424242424243,0.5,9.120534957987306e-06,1.1085094049678725e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283637,4,2.4242424242424243,0.5,2.1206472262161087e-06,2.57708079642871e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283670,4,2.4242424242424243,0.5,1.2541933161566315e-06,1.5231143825622515e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283703,4,2.4242424242424243,0.5,1.234900338285083e-06,1.5034057400109546e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283736,4,2.4242424242424243,0.5,6.833492329860453e-06,8.319083354857426e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283769,4,2.4242424242424243,0.5,3.5883183366692686e-08,4.3634414248483466e-08,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283802,4,2.4242424242424243,0.5,8.371982396130723e-07,1.0178549550987626e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283835,4,2.4242424242424243,0.5,1.296706237918189e-05,1.575512129370349e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283868,4,2.4242424242424243,0.5,1.5116646863751552e-06,1.8412122083644176e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283901,4,2.4242424242424243,0.5,1.1584577875877566e-05,1.40891776871932e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283934,4,2.4242424242424243,0.5,2.44979257224997e-06,2.9722075929328184e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2283967,4,2.4242424242424243,0.5,2.3071549568512785e-06,2.8000985952125745e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284000,4,2.4242424242424243,0.5,8.416860562842186e-07,1.0222551853900086e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284033,4,2.4242424242424243,0.5,1.1933610181492785e-06,1.4505066460168692e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284066,4,2.4242424242424243,0.5,1.5161346644033549e-05,1.8429473317260747e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284099,4,2.4242424242424243,0.5,1.054628522238897e-05,1.2822679652857438e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284132,4,2.4242424242424243,0.5,1.7466779745508495e-06,2.121520402242893e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284165,4,2.4242424242424243,0.5,2.261046065489211e-06,2.7457765248151134e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284198,4,2.4242424242424243,0.5,6.6556659538436365e-06,8.076771201459554e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284231,4,2.4242424242424243,0.5,1.8273268887797745e-06,2.222838953291894e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284264,4,2.4242424242424243,0.5,6.112482009214307e-06,7.42684149079853e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284297,4,2.4242424242424243,0.5,1.4157718283050302e-05,1.719052064930171e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284330,4,2.4242424242424243,0.5,1.921358476609893e-06,2.3395667460568426e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284363,4,2.4242424242424243,0.5,9.429621826551954e-06,1.146918634237215e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284396,4,2.4242424242424243,0.5,6.598965099320401e-06,8.02868979737914e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284429,4,2.4242424242424243,0.5,8.883187933345086e-06,1.0795499519378192e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284462,4,2.4242424242424243,0.5,1.7907345650234425e-06,2.1705166703411827e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284495,4,2.4242424242424243,0.5,3.0179161550127005e-05,3.66721490916988e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284528,4,2.4242424242424243,0.5,8.616687694709394e-06,1.0483870200139744e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284561,4,2.4242424242424243,0.5,1.4001572657935403e-05,1.7043028371799274e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284594,4,2.4242424242424243,0.5,2.402843972626306e-07,2.917210182862285e-07,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284627,4,2.4242424242424243,0.5,1.383340396830388e-06,1.6800525006188671e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284660,4,2.4242424242424243,0.5,3.719386762176726e-06,4.52602310252459e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284693,4,2.4242424242424243,0.5,2.2479409246192005e-06,2.7328347351751603e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284726,4,2.4242424242424243,0.5,2.060673124466957e-05,2.5099411738727092e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284759,4,2.4242424242424243,0.5,2.2593493011493405e-06,2.745462968967161e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284792,4,2.4242424242424243,0.5,2.4759629791807224e-05,3.007783224484584e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284825,4,2.4242424242424243,0.5,8.343282664430863e-06,1.0139477437109967e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284858,4,2.4242424242424243,0.5,8.097171821863486e-08,9.832131087073037e-08,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284891,4,2.4242424242424243,0.5,2.2369169747257e-06,2.7165788053507e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284924,4,2.4242424242424243,0.5,7.836937572934662e-06,9.529098369043254e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284957,4,2.4242424242424243,0.5,1.2471887840366508e-06,1.5201268168674176e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2284990,4,2.4242424242424243,0.5,2.246528178276021e-06,2.7293007389128654e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285023,4,2.4242424242424243,0.5,4.5359814704209815e-06,5.541267444675313e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285056,4,2.4242424242424243,0.5,1.1207415044706351e-06,1.363734933756966e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285089,4,2.4242424242424243,0.5,1.4093238759564278e-06,1.712908858142459e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285122,4,2.4242424242424243,0.5,7.874411862077002e-06,9.595710851351136e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285155,4,2.4242424242424243,0.5,6.66483295537356e-06,8.065865461259758e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285188,4,2.4242424242424243,0.5,1.5771051993447815e-05,1.9178288095555995e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285221,4,2.4242424242424243,0.5,7.010781152942699e-06,8.524279698274295e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285254,4,2.4242424242424243,0.5,1.031387682233596e-05,1.253691338781726e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285287,4,2.4242424242424243,0.5,1.38744409869799e-06,1.6863061641503307e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285320,4,2.4242424242424243,0.5,7.156822339273984e-06,8.679974054404127e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285353,4,2.4242424242424243,0.5,1.9669253662512525e-05,2.394519253262617e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285386,4,2.4242424242424243,0.5,2.1100756068866044e-06,2.5643499806937697e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285419,4,2.4242424242424243,0.5,1.2009417701049396e-05,1.4614956397707156e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285452,4,2.4242424242424243,0.5,1.6473536450102709e-06,1.999129701502067e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285485,4,2.4242424242424243,0.5,1.996473246647633e-06,2.4142432952234394e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285518,4,2.4242424242424243,0.5,1.8013031466324922e-06,2.1877810669201918e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285551,4,2.4242424242424243,0.5,2.1612834490922147e-06,2.6264765319306e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285584,4,2.4242424242424243,0.5,1.2120677054042924e-05,1.4753105544218492e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285617,4,2.4242424242424243,0.5,3.310957033923259e-07,4.024089927390229e-07,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285650,4,2.4242424242424243,0.5,5.618425744390565e-06,6.835063132315522e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285683,4,2.4242424242424243,0.5,1.4023417541574349e-05,1.7057639218165388e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285716,4,2.4242424242424243,0.5,1.9357866848023767e-06,2.3538761133590214e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285749,4,2.4242424242424243,0.5,2.080373651820774e-06,2.5241144500642854e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285782,4,2.4242424242424243,0.5,1.984561871243193e-06,2.412386164607483e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285815,4,2.4242424242424243,0.5,9.163466646947438e-06,1.1143512455236149e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285848,4,2.4242424242424243,0.5,2.744918125593332e-06,3.332487011509233e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285881,4,2.4242424242424243,0.5,6.817276173462393e-06,8.287227656056384e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285914,4,2.4242424242424243,0.5,5.265656881970264e-06,6.436147317989693e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285947,4,2.4242424242424243,0.5,6.493855573205224e-06,7.869241958058382e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2285980,4,2.4242424242424243,0.5,1.0473365322953984e-05,1.2715911119176582e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2286013,4,2.4242424242424243,0.5,1.3372343762072834e-06,1.6255478852422731e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2286046,4,2.4242424242424243,0.5,1.5348096611552278e-06,1.8462622351500533e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2286079,4,2.4242424242424243,0.5,8.266763522869028e-06,1.0049427174863013e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2286112,4,2.4242424242424243,0.5,1.767841507861356e-05,2.157518509543488e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2286145,4,2.4242424242424243,0.5,1.51044194661219e-05,1.8372290485679788e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2286178,4,2.4242424242424243,0.5,2.372427758128024e-06,2.867187106514457e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
2286211,4,2.4242424242424243,0.5,9.946231152894076e-06,1.2078873003473768e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2286244,4,2.4242424242424243,0.5,2.7868034291580905e-05,3.391563261978536e-05,False,False,0,20.0,0.7827586206896552,1.0,0.4
2286277,4,2.4242424242424243,0.5,1.7049542322756169e-06,2.0705144926358443e-06,False,False,0,20.0,0.7827586206896552,1.0,0.4
