,frame,x,y,Bra_ratio,type,Class,min_row,min_col,bar_orientation
0,0,80.66966966966967,1009.081081081081,0.46023123783548453,high,2.0,1005,58,vertical
1,0,71.1869918699187,1078.9024390243903,0.4134077740296288,high,1.0,1005,58,vertical
2,0,90.46261682242992,1186.3785046728972,0.3604560565681513,high,2.0,1005,58,vertical
3,0,87.04716981132076,1006.7311320754716,0.419994476020135,high,2.0,1005,58,vertical
4,0,90.28395061728396,1012.8888888888888,0.48131652231269695,high,2.0,1005,58,vertical
5,0,81.25206611570248,1204.5743801652893,0.46567010222587246,high,2.0,1005,58,vertical
6,0,86.84536082474227,1182.5360824742268,0.4927105282159337,high,2.0,1005,58,vertical
7,0,61.47826086956522,1038.9076086956522,0.3575981446877825,high,2.0,1005,58,vertical
8,0,79.34939759036145,1131.0481927710844,0.3596246278060912,high,1.0,1005,58,vertical
9,0,81.5019920318725,1052.0,0.3479323943920173,high,2.0,1005,58,vertical
10,0,82.17365269461078,1102.2335329341315,0.42383888311181145,high,1.0,1005,58,vertical
11,0,80.40634005763688,1132.3515850144092,0.39724839994566485,high,2.0,1005,58,vertical
12,0,64.69076305220884,1148.6425702811246,0.3738901408419743,high,1.0,1005,58,vertical
13,0,72.24757281553399,1156.3398058252428,0.4403035563178487,high,2.0,1005,58,vertical
14,0,59.87007874015748,1220.9803149606298,0.44060896854838627,high,2.0,1005,58,vertical
15,0,83.89714285714285,1019.4457142857144,0.4325455539434976,high,2.0,1005,58,vertical
16,0,95.74271844660194,1034.0582524271845,0.3573024376349142,high,2.0,1005,58,vertical
17,0,86.4885496183206,1037.1374045801526,0.3452886275902241,high,2.0,1005,58,vertical
18,0,79.59349593495935,1016.40108401084,0.5051837874877934,high,2.0,1005,58,vertical
19,0,98.39776951672864,1144.081784386617,0.366529966977574,high,2.0,1005,58,vertical
20,0,88.69907407407408,1215.75,0.39715289232728274,high,2.0,1005,58,vertical
21,0,80.3277661795407,1163.4425887265136,0.4285225350467093,high,2.0,1005,58,vertical
22,0,75.51633986928104,1104.4771241830065,0.359281477601095,high,1.0,1005,58,vertical
23,0,68.5880829015544,1019.4093264248704,0.37949533420106274,high,2.0,1005,58,vertical
24,0,79.33823529411765,1221.7598039215686,0.4465832739412839,high,2.0,1005,58,vertical
25,0,72.1917808219178,1010.5981735159818,0.39186279839743016,high,2.0,1005,58,vertical
26,0,79.5748987854251,1090.910931174089,0.42810000831058576,high,2.0,1005,58,vertical
27,0,65.28947368421052,1006.0197368421052,0.4429287862900199,high,2.0,1005,58,vertical
28,0,69.88111888111888,1048.4965034965037,0.455575871353005,high,2.0,1005,58,vertical
29,0,101.05813953488372,1037.2790697674418,0.4209745758987559,high,2.0,1005,58,vertical
30,0,101.3974025974026,1192.2935064935066,0.3974330250374944,high,2.0,1005,58,vertical
31,0,58.45697329376855,1125.928783382789,0.34559203100661007,high,2.0,1005,58,vertical
