,Experiment,frame,Bra_p0,Bra_p0.5,Bra_p99.5,Bra_p100,H2B_p0,H2B_p0.5,H2B_p99.5,H2B_p100,delta_frame
64,20240311,64,549.6111111111111,692.2673850931677,7548.333625827779,17260.702702702703,2662.9574468085107,4962.579595359366,17977.35405269607,22686.75185185185,58
65,20240311,65,558.1910112359551,692.2411049382716,7806.253586065554,17928.762931034482,3728.322368421053,5063.738102272728,17882.980943997314,23966.916363636363,59
66,20240311,66,551.2913385826772,693.5233591137123,7635.607419494108,17574.483739837397,2519.2181818181816,5159.530849225516,18023.363778757957,22924.875399361023,60
67,20240311,67,548.7304582210243,697.1961296389588,7626.788555597325,16200.347368421051,2311.327948303716,5098.758747692307,18051.86,21394.158415841583,61
68,20240311,68,560.5,705.5582387048192,7622.476234848486,18103.24886877828,2584.791925465838,5116.566278594065,18070.744663090958,24700.83492063492,62
69,20240311,69,556.6048632218844,698.8328808011407,7626.816904761892,17182.629213483146,3717.352941176471,5123.880505565863,17760.91673912244,22509.16935483871,63
70,20240311,70,563.1757925072046,704.0875828658848,7497.119040978331,19654.59911894273,2653.8860759493678,5137.384808887866,17933.93675997783,23313.781938325992,64
71,20240311,71,561.4782608695652,697.0607769230769,7886.160596205964,20372.947939262474,3455.7631578947367,5122.858836907897,18119.087115789487,23678.22993492408,65
72,20240311,72,504.5192307692308,711.7661550082103,7660.459659090911,20357.189781021894,2963.1494252873563,5083.006465496368,17773.17226688267,23522.681462140998,66
73,20240311,73,551.0584795321637,695.4028978932888,7660.565515133971,19352.63928571429,3573.605769230769,5169.168097754958,18276.06224090097,25309.741100323623,67
74,20240311,74,562.2857142857143,701.3771617385411,7580.658324404759,19325.66497461929,2139.359756097561,5098.49092665474,18073.23027355623,21105.04089219331,68
75,20240311,75,564.5105263157894,717.0275181925654,7815.65606718529,17184.26213592233,3329.5346534653463,5164.514756408081,17964.839772727275,21891.83644859813,69
76,20240311,76,552.6756756756756,706.5243643001006,7319.85962986922,17246.20512820513,3253.960451977401,5203.859710594315,17814.023386361605,20434.0875,70
77,20240311,77,588.922077922078,709.0093865207373,7573.875546478894,18224.375,3801.69387755102,5129.155195171026,17946.51726839827,21156.52226720648,71
78,20240311,78,571.3323699421966,708.8386462469276,7549.700370027768,18370.73404255319,3467.942748091603,5217.580788929823,17870.642801003352,20922.871148459384,72
79,20240311,79,568.6752767527676,718.3405115290784,7518.4981206371995,18528.739361702126,3910.467741935484,5192.788878923767,17741.44581024974,21182.812680115272,73
80,20240311,80,578.1443298969073,717.3530919030733,7605.504819522909,17398.967105263157,3543.626702997275,5077.003383640913,17764.26958482523,20634.13529411765,74
81,20240311,81,550.4936170212766,728.4186071428571,7876.755752082311,18846.303703703703,3789.3548387096776,5222.813612467532,17898.47924370827,20876.54777070064,75
82,20240311,82,539.4705882352941,720.9175783343641,7553.916063261064,17009.26785714286,3523.057142857143,5108.888336988812,18061.333947006657,21246.594501718213,76
83,20240311,83,587.4086242299794,721.3384582986902,7650.550540878905,15360.176470588236,3357.93023255814,5055.722857142857,18025.932111111084,21228.248,77
84,20240311,84,598.4776119402985,729.531438664692,7449.4333314542,16938.019736842107,3363.6814814814816,5053.0430617173215,17934.120655900624,20714.56794425087,78
85,20240311,85,577.5640138408304,735.6621995019835,7466.383400874158,15619.10294117647,3480.7580645161293,5065.483276255708,17780.98015673981,21576.37748344371,79
86,20240311,86,590.7556390977444,735.8734627390548,7294.840562912976,19621.6640625,3489.27,5096.499931390248,17700.613528566297,22319.18954248366,80
87,20240311,87,562.4081632653061,739.4073388338156,7555.0113943105,18487.515625,3355.3070866141734,5162.574150916006,17864.215071926777,21815.70318021201,81
88,20240311,88,586.7826086956521,720.4914234218393,7508.755952995862,15306.458333333334,3364.8153846153846,5169.669210272874,17911.360879728003,20181.110526315788,82
89,20240311,89,572.2626262626262,736.4602805036908,7558.37075953157,20367.0875,3676.458823529412,5174.6439205326715,17871.464517901404,22109.336032388663,83
90,20240311,90,600.8630136986301,727.1224603174603,7645.077301724124,16420.24,3515.9166666666665,5119.186188781199,17606.993872948202,20741.466666666667,84
91,20240311,91,541.25,734.0598513923887,7262.1784097859245,18254.13559322034,3462.972972972973,5236.792625310173,17716.065795628823,20671.65198237885,85
92,20240311,92,584.6784741144414,726.2980857723577,7284.569338235276,16581.928571428572,3815.391304347826,5072.097063936223,17704.262648412474,20162.170833333334,86
93,20240311,93,586.9177377892031,729.5351815597854,7697.290487804877,18100.875,3788.650847457627,5166.758030889252,17568.64198958689,20849.22959183673,87
94,20240311,94,506.7741935483871,738.9499979419634,7337.157307692297,18272.070588235296,2507.19801980198,5118.838718379447,17569.844050062573,21910.717647058824,88
95,20240311,95,577.3462686567165,735.2005544759684,7727.459646258519,17289.88209606987,3677.1,5135.398632373325,17571.89190756303,20334.37610619469,89
96,20240311,96,614.7113821138212,741.8511209886491,7440.113167248431,16832.04910714286,4125.6551724137935,5112.022207402559,17457.800791139234,19755.108108108107,90
97,20240311,97,568.12,740.6624012158054,7402.214038208164,16767.55483870968,3502.1477832512314,5116.218069990514,17619.410888888884,19834.46202531645,91
98,20240311,98,551.2162162162163,733.9570578800558,7451.98368599363,17482.715328467155,3357.3698630136987,5175.284181778169,17673.440837043097,20000.58910891089,92
99,20240311,99,615.9431524547804,734.3995197553314,7606.405114931654,16869.01418439716,3304.818181818182,5068.106528258362,17527.915451532725,20780.352941176472,93
100,20240311,100,587.2991452991453,735.60395625,7500.109173739637,17431.770750988144,2695.168224299065,5082.217548986487,17714.160986424242,21029.274647887323,94
101,20240311,101,616.1047619047619,740.7350554621105,7768.76441627543,16402.39344262295,4094.6388888888887,5056.649001190476,17668.92537362638,20041.06707317073,95
102,20240311,102,560.7185792349727,734.8469807162534,7366.373231707321,16671.90243902439,2668.6260869565217,5018.756568758345,17577.24780952381,21107.069264069265,96
103,20240311,103,590.9923857868021,727.6812224532225,7303.941526491781,16329.91111111111,3141.9453125,5109.302258295626,17280.072913486012,21397.970711297072,97
104,20240311,104,547.9691629955947,736.4244075471697,7317.780749629565,15455.0625,3871.884773662552,5129.354186474724,17494.210609548136,20138.83284457478,98
105,20240311,105,577.4042553191489,732.2958883994125,7088.416069182387,16748.38853503185,2928.121739130435,5017.8971105730425,17627.973160173144,23045.798136645964,99
106,20240311,106,555.0,733.4840184378143,7334.542918918924,18217.666666666668,3189.2886597938145,5042.219909856418,17821.36561652135,20900.032967032967,100
107,20240311,107,592.2121771217712,729.2654449152542,7316.721291407227,16444.463414634145,2914.4690265486724,4980.393655798655,17684.410737154813,21137.140540540546,101
108,20240311,108,593.9433962264151,741.8097877109179,7465.741723404233,15226.572289156626,2926.7526881720432,4990.718124477861,17565.86380639098,22852.07803468208,102
109,20240311,109,598.3048433048433,755.91572810288,7201.77769358928,15356.029045643154,3026.436974789916,5114.188425495473,17465.6807873807,21262.25,103
110,20240311,110,588.56,740.1986075949367,7556.4627302632125,16796.092024539877,3160.2295081967213,5061.889828791897,17698.902110389616,20713.195652173912,104
111,20240311,111,547.936507936508,740.555625,7732.518911187489,16727.005494505494,3775.935185185185,5175.374446796439,17710.32115894039,20978.871900826445,105
112,20240311,112,610.8398058252427,743.3780548033527,7485.053791666654,19858.0,3302.0,4968.880384986063,17620.81339912279,21263.63878326996,106
113,20240311,113,573.4047619047619,756.6288468798579,7702.092419962347,18159.525,2947.4273504273506,5031.554753145297,17612.43207732635,20721.202702702703,107
114,20240311,114,463.3541666666667,753.1611303604374,7493.375271247735,19083.82352941177,2657.7321428571427,5017.588685295465,17356.250390920548,20297.47750865052,108
115,20240311,115,566.046511627907,752.4807906879195,7408.87787777215,15729.82258064516,3101.7739130434784,5035.643065214202,17547.67374787466,21092.61316872428,109
116,20240311,116,600.0124069478908,748.4388786764706,7380.570862068966,17288.054545454546,3482.346153846154,5078.062211538462,17566.082060755336,23064.86170212766,110
117,20240311,117,512.8488664987406,740.7512214611872,7643.538461538467,16677.36224489796,3043.657142857143,5045.342719716792,17564.482128646272,20586.88888888889,111
118,20240311,118,596.4299065420561,755.6408041259982,7313.726323987537,17144.636363636364,2939.5140186915887,5074.488834745763,17361.501885714286,20352.850678733037,112
119,20240311,119,525.7692307692307,769.3082318878901,7554.092860169412,15936.06172839506,3981.318681318681,5092.812163915094,17368.009343715217,20630.94514767933,113
120,20240311,120,588.2735042735043,763.1381034482758,7662.694193313978,17232.491803278688,3086.7818181818184,4988.854721970353,17455.375934077667,19571.53448275862,114
121,20240311,121,545.0930232558139,754.328641025641,7523.065113636363,16163.982142857143,3073.1666666666665,5048.6818067226895,17286.27144407894,20699.553846153845,115
122,20240311,122,595.2272727272727,763.9690290273298,7483.179381188116,16326.877419354838,3193.1710526315787,5020.335427229443,17093.86562813688,20156.80373831776,116
123,20240311,123,623.4613583138173,767.2458752113109,7218.490134310109,15543.227272727272,2849.157894736842,5000.435216437833,17261.098725928798,19610.777777777777,117
124,20240311,124,607.0454545454545,774.2432016501426,7252.703309523815,15096.534161490685,3230.345794392523,5121.012649782136,17490.52923497268,21091.40506329114,118
125,20240311,125,605.7972972972973,763.7823611111111,7478.546598135961,14920.18456375839,3210.988764044944,5065.746384238465,17637.689916841737,20981.968421052632,119
126,20240311,126,604.2978723404256,771.438606048053,7657.347812157146,16175.265060240965,2937.7042253521126,5061.49566119274,17428.727064935087,21167.35497835498,120
127,20240311,127,620.76,758.3246888802091,7340.755577975198,16155.955555555556,3506.1742424242425,4971.258200445696,17446.593673066083,19847.217391304348,121
128,20240311,128,618.7093596059113,765.685590858417,7569.409230776506,15309.40322580645,3086.4263565891474,4992.071648259267,17484.526977401118,20556.685314685317,122
129,20240311,129,592.5467289719626,775.4726508499907,7380.04522077924,15567.972222222224,3106.088785046729,5102.718424638788,17308.117121732816,20118.77857142857,123
130,20240311,130,568.8761061946902,767.5106194690266,7537.8934301075205,15389.563218390804,2832.528,4979.883036838944,17519.05186908758,21466.52397260274,124
131,20240311,131,593.3245823389021,768.9995416666667,7610.564213656385,15566.360655737704,3029.064,4906.892585174954,17377.818015029796,19663.641304347828,125
132,20240311,132,577.3015873015873,789.2844050473907,7715.590270833276,16272.53846153846,3087.3196721311474,5014.7977619281855,17446.020277946827,20957.960591133004,126
133,20240311,133,572.6729857819905,772.8078084291187,7726.202259051505,14628.242937853109,3365.3916083916083,5080.153946161685,17321.594776785718,21055.79906542056,127
134,20240311,134,547.8556701030927,777.3916562500001,7622.6275654963365,14502.7125748503,3282.555555555556,5006.5928200483095,17238.12331704369,22865.98245614035,128
135,20240311,135,533.3598014888338,777.2694680851064,7718.774917874409,14724.156626506025,2905.208955223881,5009.134415250737,17337.839407502135,20731.067226890755,129
136,20240311,136,546.9950738916256,764.9148876404495,7566.463777439008,14921.764331210192,3457.4701492537315,5025.047217029255,17304.514830551987,21209.801556420232,130
137,20240311,137,525.0055710306407,780.3251498887653,7540.774119106702,14275.4,3714.0,5039.318255541069,17350.20242289112,22011.27536231884,131
138,20240311,138,569.5909090909091,767.5627731092437,7740.715738611236,15641.275862068966,3613.0625,5000.035935947825,17292.118270582356,20572.37951807229,132
139,20240311,139,590.4761904761905,757.3842735042734,7529.352692595196,14342.90909090909,2938.0,4940.173925127623,17215.877072556545,20809.80082987552,133
140,20240311,140,558.9207920792079,763.820187030363,7676.580379403767,15186.535483870968,3353.0561797752807,4925.079929106358,17358.330792939192,20762.25649350649,134
141,20240311,141,562.1475409836065,771.6880420149821,7578.580282777244,15451.059523809525,3915.693277310924,4931.489682725811,17307.443529652606,20592.203539823007,135
142,20240311,142,583.3235800344235,766.0351887701713,7605.9060074034915,14854.477987421384,3184.542857142857,4922.861086253369,17396.014125990063,19928.894273127757,136
143,20240311,143,582.2272727272727,783.6022482269503,7557.613555555557,15256.544871794871,3824.5348837209294,4967.825918895205,17298.521447196872,21288.881856540083,137
144,20240311,144,571.084142394822,764.5230656175861,7512.1974949698215,17084.486725663715,3455.0675675675675,4987.991041214751,17492.789553287133,20347.369426751597,138
145,20240311,145,583.3107822410147,769.4397843847902,7490.949038185472,16359.748815165876,3954.056994818653,5095.958211829931,17355.318148226354,19689.57823129252,139
146,20240311,146,594.9156378600823,753.9368310826701,7733.798148148155,14905.49825783972,3422.081632653061,5031.717038961039,17417.841577060935,20475.71382636656,140
147,20240311,147,597.3349633251834,777.4808677519663,7635.928912280692,12147.941747572817,3592.8669527897,4983.654129446469,17361.799279560306,21513.533333333333,141
148,20240311,148,590.4545454545455,755.7248257061362,7484.361433160363,14867.324817518249,3671.7122302158273,5049.856869163199,17442.265420572698,20587.48087431694,142
149,20240311,149,603.5,793.6920081967213,8000.516239316233,15427.934911242604,3803.4745762711855,5074.529356528688,17519.011221590892,20865.85957446809,143
150,20240311,150,615.1379310344828,781.4875767195767,7601.698323710173,16116.0,3913.486956521739,4911.461747685185,17276.826171874985,20450.061349693253,144
151,20240311,151,506.5507246376812,772.0666185272917,7964.629556840078,15701.0,3810.550724637681,5003.620253003339,17458.635034258936,22244.97487437186,145
152,20240311,152,574.7772727272727,793.8230668694722,7993.092648148154,16551.024390243903,3701.415094339623,5040.67839213814,17404.189882494222,20828.62686567164,146
153,20240311,153,594.7323600973236,768.2405376789578,7630.600061167763,16251.22972972973,3295.780821917808,5100.399690803859,17437.923205189065,19927.2262295082,147
154,20240311,154,585.031746031746,779.0987887596899,7651.858511083722,16034.255813953489,3407.5285714285715,5012.386953994322,17741.094666359862,21433.331632653066,148
155,20240311,155,590.1375291375291,790.094415007405,7939.392499999999,16572.77142857143,3646.3888888888887,5154.940384107902,17376.254658107257,20306.837209302324,149
156,20240311,156,561.125,778.0349145468998,7550.195588174606,16797.934782608696,3405.0057471264367,5081.749110357816,17453.882409266407,19888.08461538461,150
157,20240311,157,572.5125,772.7711723691325,7806.689418060209,16176.818181818182,3102.937142857143,5030.340846392667,17420.623721549677,21064.752066115703,151
158,20240311,158,618.0298507462686,782.6976744186046,8134.171875,16706.446153846155,2694.690265486726,5093.18018018018,17574.935064935064,23846.226720647774,152
159,20240311,159,570.6373937677054,764.2188492063492,8024.455304897941,16063.1125,3565.108208955224,5076.551448671982,17499.379395281318,24054.847583643124,153
160,20240311,160,576.3088235294117,779.1748935863213,7693.826522210187,16527.56603773585,3437.577181208054,5094.716053191046,17311.475614457835,22299.228125,154
161,20240311,161,557.6237623762377,779.4864913785422,7907.974121466768,13694.490384615385,3144.6071428571427,5007.699786993357,17365.35740331039,22789.941368078176,155
162,20240311,162,589.4135802469136,772.1642524803285,7857.161525974024,14637.307189542484,3092.078431372549,5041.541124188312,17412.446807244174,22031.434131736525,156
163,20240311,163,614.609865470852,785.682403773501,7980.132943548393,15251.972602739726,2964.374045801527,5089.9791776693455,17407.96071351595,21886.3375,157
164,20240311,164,567.13125,784.2001724137931,8204.349267707083,15762.384615384615,3285.653846153846,5146.572991638047,17551.395699999997,21749.3058419244,158
165,20240311,165,579.5226666666666,769.7659686975412,7740.044374404568,15296.372093023256,2945.672297297297,4943.16670212766,17575.8994147032,21538.227118644067,159
166,20240311,166,602.332268370607,771.8124528301887,8064.83067185784,14849.24,3159.233333333333,5120.20212971078,17209.33567505862,20129.894117647054,160
167,20240311,167,598.0846905537459,793.9931657541065,8162.724099173547,15464.489361702128,3743.73595505618,5171.101442430096,17546.37681200951,19467.791836734694,161
168,20240311,168,595.8712871287129,785.3423662714098,8062.205467671852,14875.333333333334,3528.48717948718,5170.44965116279,17670.919748047963,20914.013574660632,162
169,20240311,169,586.9550898203593,778.5080696343971,8200.816097087369,13103.268292682927,3314.651162790697,5094.327895692525,17505.886289825266,21087.775,163
170,20240311,170,588.1021505376344,787.6717376930626,8234.615547619002,14405.358208955224,3406.260869565217,5004.391707446808,17655.095060308533,21103.90707964602,164
171,20240311,171,590.967845659164,795.1856862745097,7915.024176904169,13806.745614035088,3618.893617021277,4941.594379728944,17442.719241120216,21996.508928571428,165
172,20240311,172,606.9803921568628,800.2444863707166,8173.801638848557,13097.329268292682,3421.755905511811,5108.226594216867,17679.95376173826,19771.573170731703,166
173,20240311,173,591.9168539325842,791.450297631672,8255.982898447,12643.660194174758,3363.626865671642,5168.254310218309,17813.40175465364,20222.18686868687,167
174,20240311,174,529.4237288135594,799.8761715206185,8114.876126656849,15570.971830985916,3323.080745341615,5126.644453883495,17846.30304362194,20740.855895196502,168
175,20240311,175,596.7164948453608,796.8291959551116,8014.325727554185,13901.603015075378,3543.0857142857144,5111.692374233129,17837.806875,21233.821705426355,169
176,20240311,176,572.9914893617022,815.2647873060502,8247.237788557382,15107.861842105263,3579.36,5159.861171816828,17679.772744461105,22793.71476510067,170
177,20240311,177,580.3705357142857,806.2925853658537,7976.567596638669,13784.117647058823,3338.897142857143,5114.455345263158,17726.29891972994,21471.337423312885,171
178,20240311,178,636.985401459854,807.3393707264958,8301.512991452975,18051.55,3297.705882352941,5032.3551787217075,17936.029402930395,21392.828358208957,172
179,20240311,179,596.766081871345,800.4253948626045,8074.62314251205,14297.636363636364,3596.454545454545,5250.229257495868,17844.07753966567,22521.62637362637,173
180,20240311,180,615.0817757009346,775.297619047619,7856.947344720494,15509.166666666666,3206.75,5094.417641280214,17800.07112764382,20106.381502890174,174
181,20240311,181,607.1096654275093,821.4875510204082,8347.775021142932,14167.978723404256,4041.2997601918464,5149.241121197643,18027.05230158731,21198.87634408602,175
182,20240311,182,610.6582677165354,825.3696022643919,8316.995183823547,14351.265217391305,3671.012422360248,5092.395968354431,17794.324278033804,22918.60784313725,176
183,20240311,183,622.1043689320388,814.3766032709755,8365.791227575079,15194.098039215687,3601.109243697479,5059.864574765169,17634.745605599514,20699.46285714286,177
184,20240311,184,623.76,801.7119278367085,8306.827930823003,14206.826086956522,3582.1454545454544,5114.424154942649,17903.94013373362,20516.615384615383,178
185,20240311,185,623.5103448275862,810.5893485842741,8116.1394385026715,16176.233128834356,3189.25,5174.006216002604,17661.65010681923,20739.34375,179
186,20240311,186,625.854054054054,819.2085993951933,8151.429002032515,14308.396226415094,3796.377551020408,5229.028065420561,18072.97357526419,20894.87037037037,180
187,20240311,187,668.1317365269462,811.9327063873626,8571.89233755131,14966.945945945949,3720.984848484849,5106.290809868468,18105.7702590812,22837.165803108808,181
188,20240311,188,651.1699346405229,807.9036684478372,8262.892080245698,18089.136363636364,3791.603448275862,5165.343792087542,18009.903914884137,21077.909448818897,182
