,Experiment,frame,Bra_p0,Bra_p0.5,Bra_p99.5,Bra_p100,H2B_p0,H2B_p0.5,H2B_p99.5,H2B_p100,delta_frame
358,20240317,156,444.6818181818182,847.6591304347826,7258.633528898196,19827.65243902439,2593.4406779661017,6423.950888888889,18362.599119892227,29349.027450980397,140
359,20240317,157,597.6666666666666,897.7648831168832,7222.3669278996795,22127.517045454544,3465.333333333333,6388.1745276770225,18198.861992013157,27152.402173913044,141
360,20240317,158,484.5,870.249480035103,7341.419657738096,48220.56775300171,2593.5686274509803,6388.016421959783,18260.141813065005,41478.859348198974,142
361,20240317,159,525.6086956521739,886.3148131116614,7292.640943984789,49496.966974900926,3097.521739130435,6422.065241990457,18581.027985179953,46921.147952443855,143
362,20240317,160,541.271186440678,891.3770459444129,7263.708349354006,47935.36605080831,2709.423728813559,6528.54691365777,18648.68758082888,45112.88683602771,144
363,20240317,161,441.1818181818182,865.3785193615621,7365.431907039706,24076.79527559055,3599.454545454545,6279.303237227841,18186.520909727526,27703.231707317074,145
364,20240317,162,592.7441860465116,882.736,7152.240261437909,49421.62084592145,3521.509090909091,6467.937182155905,18306.156330643404,44782.72658610272,146
365,20240317,163,495.175,863.1170387658228,7148.584366537718,17826.335365853658,3107.6,6479.249186310282,18642.91716845878,26700.73660714286,147
366,20240317,164,581.8461538461538,911.0717777777778,7252.046835234087,23956.41395348837,3576.792207792208,6469.425108166271,18687.215376499586,27546.511627906977,148
367,20240317,165,557.2470588235294,879.5443728685108,7182.86596163305,53617.1248,2857.247058823529,6378.914374188393,18855.842889833235,47902.8944,149
368,20240317,166,535.2083333333334,884.9728472375082,7231.598306642941,21210.16182572614,3166.0,6600.6230224212395,18439.536375471696,26399.93832599119,150
369,20240317,167,527.3714285714286,865.6126400225162,7178.533530780614,21605.986486486487,3349.4074074074074,6490.612499414199,18844.09258301062,28409.29223744292,151
370,20240317,168,566.8793103448276,872.7542089985486,7324.854843750011,51859.04,3297.75,6442.779019862437,19000.513476562537,44411.32,152
371,20240317,169,546.4285714285714,878.5825364400469,7460.535666666667,50595.62337662338,3020.657142857143,6424.909280936455,18771.69159325211,44338.96266233766,153
372,20240317,170,564.40625,887.515,7415.869865735792,49724.8253968254,3482.391666666667,6537.658235773128,18617.795944881895,44811.61552028219,154
373,20240317,171,573.6140939597316,902.5628205128205,7418.275160681494,24134.5625,4033.676300578035,6447.354820424452,18452.162424503884,29358.970414201183,155
374,20240317,172,587.8444444444444,880.2011585365854,7263.125069790639,23104.25,2956.863157894737,6531.995835543767,18885.58669354841,26606.734317343173,156
375,20240317,173,579.1276595744681,866.7475908455625,7433.100459014285,54184.48701298701,3140.68085106383,6580.134311688312,19086.75794473682,48041.44318181818,157
376,20240317,174,509.4736842105263,861.3123936553712,7069.362217180475,25779.750830564783,3205.281690140845,6490.083144631765,18862.404896603774,26584.16733067729,158
377,20240317,175,522.7631578947369,869.9823788546255,7023.306666666666,31653.24583333333,3478.9473684210525,6539.117647058823,19177.58282208589,26718.12030075188,159
378,20240317,176,513.1071428571429,865.0062401656314,7212.7024993113,21884.81625441696,3895.3473053892217,6537.572471590909,19286.025786078106,27462.34705882353,160
379,20240317,177,532.8088235294117,889.9949559713814,7321.533419354834,34612.956730769234,4621.451704545455,6676.561330284351,19399.461426966274,30525.97810218978,161
380,20240317,178,567.0730337078652,886.4169152874564,7199.383212007506,43887.98724489796,4543.287356321839,6475.314444444445,19747.25349017645,35497.6581632653,162
381,20240317,179,607.695652173913,882.9121402214023,7339.249876943037,56777.4647887324,4394.772277227723,6611.218753625239,19446.484816280416,52190.015845070426,163
382,20240317,180,565.3,868.8603288568621,7424.305212799008,21949.048780487807,4336.280373831775,6464.65343945229,19627.860759668514,28855.90710382513,164
383,20240317,181,597.6285714285714,892.762783882784,7347.716620180495,19460.33823529412,3983.10447761194,6536.943999512922,19403.387294450164,29857.01829268293,165
384,20240317,182,611.374269005848,862.5844599753694,7551.883754826236,51414.15049504951,4405.905660377359,6577.35949002574,19749.816284152996,44208.73663366336,166
385,20240317,183,559.1860465116279,883.8995846221829,7373.565989906342,21763.265625,4618.976744186047,6463.477832422586,19620.941149600967,30406.367549668877,167
386,20240317,184,606.7592592592592,859.9524959568733,7504.701618929007,51194.65391969407,3792.444444444444,6521.818797899242,19744.195476190434,44612.95984703633,168
387,20240317,185,513.3953488372093,860.0422251082251,7444.91726190477,49314.99684542587,3593.232558139535,6501.324229895502,19755.071675741085,43207.89116719243,169
388,20240317,186,547.5853658536586,879.9544393128454,7485.144446845292,23314.192468619247,3501.0975609756097,6625.651758126811,20442.585663736932,27844.363984674328,170
389,20240317,187,619.8518518518518,873.7191408599314,7438.384027143406,52131.89383561644,4618.949685534592,6546.335206560434,19855.58755426755,46064.83219178082,171
390,20240317,188,584.3796296296297,890.8822058823529,7376.754970880669,51782.80926916221,3771.974025974026,6642.465144811478,20281.44800012369,44543.778966131904,172
391,20240317,189,547.1542553191489,883.5728216670569,7558.577698412696,51190.60962566845,5179.905660377359,6670.634055555555,19707.442229344728,44592.35828877005,173
392,20240317,190,602.0454545454545,860.2620814505303,7316.2144268292595,49844.19830508475,4037.402298850575,6541.085573652081,20280.018333333315,45196.22881355932,174
393,20240317,191,518.6666666666666,879.0678984819734,7477.823046356455,23696.99565217391,4321.6,6474.924697278358,19725.07243243237,28846.75135135135,175
394,20240317,192,573.6535433070866,903.6468633540372,7365.397842465756,50730.74199623352,4855.469230769231,6635.400368589743,20043.057934002874,45531.85310734464,176
395,20240317,193,537.4166666666666,887.4754521963825,7425.997784810129,52495.57085828344,4250.269565217392,6602.1993762513475,20255.406258521976,45471.305389221554,177
396,20240317,194,461.84090909090907,858.5984772115842,7535.084439875731,23077.233766233767,4138.9955654102,6607.611576587568,20761.299458955225,27569.154362416102,178
397,20240317,195,547.35,874.1574657534247,7543.882242655151,51165.912213740456,3622.1454545454544,6634.472117719695,20185.30944943109,45506.62786259542,179
398,20240317,196,592.1739130434783,869.9374411302982,7247.252300627016,51242.26905829596,3793.304347826087,6672.3019637794505,20401.161860754997,45455.44170403588,180
399,20240317,197,571.52,850.6554257767549,7668.535622536489,23000.40243902439,3926.264044943821,6525.417296150825,20632.63044145181,26935.668393782384,181
400,20240317,198,568.4133333333333,838.7938235294117,7257.982762011916,30650.9824120603,4002.3417721518986,6600.434828485811,20583.639278737075,29034.165803108808,182
401,20240320,0,510.3975903614458,638.5940904550499,10254.763397233213,18744.709844559584,2151.612426035503,4704.507224310777,17619.88954045798,25117.283582089556,-20
402,20240320,1,518.4037267080745,667.7988536585366,10462.629909502248,20172.384057971016,2117.302180685358,4867.596258583945,17121.8301369863,22122.794285714284,-19
403,20240320,2,533.4159544159544,652.5686487093154,10462.594181075763,19955.03879310345,2043.2106666666664,4945.336236825296,17653.223464933097,22948.40948275862,-18
404,20240320,3,547.0588235294117,655.6741616654164,10900.967187663178,19863.775119617225,2113.5014836795253,4858.077613452188,17586.667743012447,21819.1004784689,-17
405,20240320,4,511.7291666666667,670.1163058589871,10725.060596330171,19641.34375,2021.8142857142857,5097.986098765432,17751.562838853886,20896.23958333333,-16
406,20240320,5,517.2254901960785,672.7649709950915,10656.466804173366,16392.4082278481,2084.7212643678163,5143.289705882353,17729.61349464245,20062.02966101695,-15
407,20240320,6,527.2614678899082,630.6905234042554,10822.632840531558,19001.463414634145,2588.476923076923,5145.166957364341,17750.96393197279,22874.418604651164,-14
408,20240320,7,498.3666666666667,643.1107428451178,10523.697160516778,20055.92899408284,2603.908256880734,5058.758208105646,17509.78808186196,22751.846153846152,-13
409,20240320,8,478.4880952380952,657.7970186335403,10930.334712488762,19477.96573208723,3241.006134969325,5414.27418989547,17696.45049885583,21974.759493670885,-12
410,20240320,9,526.1799163179917,653.1133931351472,10399.968814563204,20587.875,2452.0,5496.494609771181,18039.55564750958,21596.60119047619,-11
411,20240320,10,525.5594405594405,644.8123837667455,11492.089929323276,19198.545454545456,2104.52466367713,5405.559082880435,18088.15156634744,22986.08823529412,-10
412,20240320,11,525.9730538922156,675.9203541276568,10838.12507745419,18086.81773399015,2049.829268292683,5563.615775401069,17941.66530465481,22523.514124293783,-9
413,20240320,12,553.6862745098039,672.7474408602151,10803.932399013118,17885.249122807018,1815.8693693693692,5518.499959473152,17987.597443181814,20731.801242236023,-8
414,20240320,13,513.7894736842105,650.3602358035024,10084.845202485014,16758.579545454544,2699.551724137931,5553.8839992234525,17578.874117067397,20629.11904761905,-7
415,20240320,14,547.7894736842105,674.6253467780814,9905.310429448618,17323.676691729324,2636.8054298642533,5627.675625,17745.84115838508,23222.17708333333,-6
416,20240320,15,474.921568627451,686.4187523809524,9832.492716942144,17464.21395348837,2607.2604166666665,5408.784018987342,17863.24243187281,22825.31395348837,-5
417,20240320,16,485.8181818181818,688.8916569876358,10273.046208670778,17143.38888888889,1780.989898989899,5564.991385483676,17920.930686864034,22777.804347826088,-4
418,20240320,17,501.04,646.4297049591964,9949.782598870086,16172.638554216868,1836.2747252747251,5570.310110163468,17917.35298917188,21516.094488188977,-3
419,20240320,18,530.4387096774194,651.4752604166666,9650.95197108381,15434.401360544218,3252.754098360656,5700.9875,17908.288765008576,21616.283582089556,-2
420,20240320,19,519.3785310734463,676.7270046082949,9223.346759906759,17131.251851851852,1815.2466367713005,5539.0575,17670.42935670465,22649.216666666667,-1
421,20240320,20,533.5,685.1403173374613,10156.215632111249,19223.454545454544,2619.5157894736844,5387.9008710424705,17966.42773046625,22324.039024390244,0
422,20240320,21,558.1046025104603,704.8431669100255,9602.358114942524,15129.46644295302,2778.722222222222,5711.126474681579,17789.87685361551,20698.2094017094,1
423,20240320,22,453.79487179487177,676.5319045633265,9539.657539372625,17853.13247863248,3377.9557522123896,5795.4591620583715,18148.517647058827,20710.458515283844,2
424,20240320,23,514.1578947368421,683.7863063063063,9718.993962848304,16966.816326530614,3001.1129032258063,5660.208888888888,18161.97208553825,21590.63978494624,3
425,20240320,24,512.3536977491962,690.2630588235294,9547.130267646045,16321.174311926605,2266.0925925925926,5748.868124410124,18266.56849748028,21748.031746031746,4
426,20240320,25,551.0961538461538,713.8291512866829,9147.647242237103,17369.234375,2175.04,5895.811805555556,18258.736769755185,22047.0,5
427,20240320,26,521.4196721311475,681.0603075337636,9819.355956896545,19206.211155378485,2141.632850241546,5740.584835913312,18322.085104725436,21380.728434504792,6
428,20240320,27,523.5,684.987012987013,9549.724324324325,20244.582938388627,2284.866071428572,5942.070175438596,18154.29054054054,21321.94,7
429,20240320,28,554.1698113207547,721.7629658717692,9705.755892182533,20092.364532019703,3165.205882352941,5779.144849537037,17984.741123418342,22392.03448275862,8
430,20240320,29,550.8518518518518,704.156100468506,9953.332155940336,16257.56779661017,4145.406779661017,6080.462407955267,18084.787101310318,21302.19318181818,9
431,20240320,30,529.4583333333334,671.9065022483001,9784.51600333174,19755.32972972973,1835.4594594594596,5777.012585946672,18181.807153846174,22968.886486486488,10
432,20240320,31,533.4285714285714,704.0893396226415,9367.508104838704,16066.825,3006.065573770492,5883.329347826087,18221.694286303624,22398.0,11
433,20240320,32,523.192513368984,667.6546820809249,9209.09104997139,18210.285714285717,3063.1507936507937,5526.1402935193255,18196.18473304593,21374.2109375,12
434,20240320,33,528.6717557251908,675.7848542727787,9376.27684210521,17858.22077922078,2053.092307692308,5292.471694509194,18397.48101303317,21021.4375,13
435,20240320,34,514.6858108108108,700.4786821705427,8875.603561101785,17571.6511627907,3100.9882352941177,5049.218653508772,18262.08068242434,22212.796460176996,14
436,20240320,35,542.6818181818181,695.058952637393,8522.889761363636,17671.348717948717,2913.5826271186443,5293.926770793222,18118.961126222635,21829.75396825397,15
437,20240320,36,540.6006006006006,722.1090371166065,8794.0444271988,17545.261603375526,1792.7554347826087,5201.8473057704705,18285.983100427315,22146.83644859813,16
438,20240320,37,541.922077922078,727.348100057837,9719.049773113982,18624.426666666663,3007.608796296296,5181.609855127716,17742.65057378203,21065.092307692303,17
439,20240320,38,516.9629629629629,708.5980168371697,9171.336644421504,16607.303643724696,1786.565445026178,5206.266929396894,17843.187040850014,21076.375,18
440,20240320,39,517.7285714285714,724.0733921110839,8986.570610731047,16967.5873015873,3013.175,5330.990378846153,17800.232452067306,22467.84126984127,19
441,20240320,40,538.7633410672854,732.144094959496,8670.458716954052,17607.270042194094,3089.296,5304.224323499776,17901.903002873572,20626.528358208958,20
442,20240320,41,534.699074074074,726.598561670723,9175.192486014,18772.643979057597,3061.9144736842104,5290.999326056004,17700.50854931193,22852.48275862069,21
443,20240320,42,552.4791666666666,726.5364283852895,8771.500571586092,18029.078125,3051.8190476190475,5264.207536703938,17876.54101176562,28690.4,22
444,20240320,43,506.7427385892116,708.083106060606,9194.896397321449,17092.739837398374,3047.803921568628,5336.441253218884,17906.956524288995,23667.17777777778,23
445,20240320,44,528.0589970501475,731.3379633011458,9030.502253968245,15248.17880794702,3316.3959731543623,5231.923918114145,18152.73229838709,24028.38823529412,24
446,20240320,45,509.1746835443038,706.3780901471498,8774.318513714967,15864.866261398176,3002.323529411765,5342.659543378995,17972.446333352043,25421.081632653066,25
447,20240320,46,406.1,730.6261739130435,9305.607199999979,15761.67320261438,3178.3275862068967,5367.756283737963,17787.161454545454,25986.015325670494,26
448,20240320,47,501.96,715.5107922705314,9536.44793441261,16877.917030567685,3162.7441860465115,5326.595800288392,18073.32823730862,23260.524590163932,27
449,20240320,48,537.2413793103449,721.096777673546,8326.009104215475,15482.46484375,3131.191489361702,5390.290488826816,17718.043938902636,23821.89743589744,28
450,20240320,49,524.0,771.4650173788591,9148.071230060244,15868.496,3268.2426470588234,5437.168081343943,18094.40740165631,24035.5320754717,29
451,20240320,50,533.2340425531914,768.1916129032257,8808.13175555555,17472.832487309646,2489.5737704918038,5362.882192500597,17736.868973088607,22520.509615384617,30
452,20240320,51,478.64516129032256,715.2445194875407,8775.271581663608,16023.922535211268,3235.741573033708,5380.100402592301,17794.77657181571,21739.465437788014,31
453,20240320,52,513.9142857142857,757.3069481654047,8487.481885371188,15010.019083969466,3089.2718446601943,5358.250122509225,17621.50299226733,21047.765182186235,32
454,20240320,53,553.8322147651006,743.0716541353383,9596.793556234163,16015.839378238345,3345.2824427480914,5369.526925531915,18125.909486057953,22077.87003610108,33
455,20240320,54,569.446,754.1777467604591,8210.526951612892,13756.280701754386,3208.326086956521,5597.717777484524,17701.009937499988,21313.404761904763,34
456,20240320,55,574.5,776.4959277504105,9063.642802273498,13870.229102167184,2762.338983050848,5593.82978699038,17812.24666734074,20247.205673758865,35
457,20240320,56,566.0782122905028,771.0643910891089,8853.50763199,15349.644736842103,3219.791044776119,5633.310403729293,17813.2282557219,20005.558139534885,36
458,20240320,57,535.8260869565217,751.1536225490196,8964.27896149305,17129.36752136752,3178.446808510638,5575.281256817948,18287.703680475934,22057.20731707317,37
459,20240320,58,542.8919667590028,744.194018914883,8934.984621451647,15455.2625,3046.2792792792798,5472.186743930035,17987.48514729175,20808.695652173912,38
460,20240320,59,589.5472527472527,770.5521013340764,8799.2448931426,15275.537688442211,4289.461538461538,5562.600159146841,18031.57352849702,22077.817120622567,39
461,20240320,60,534.3422619047619,775.3544973743436,8695.579463970016,16845.61276595745,3037.973154362416,5615.85630720157,18097.532,21177.52173913044,40
462,20240320,61,548.1764705882352,775.1540225700764,9050.225092521576,15113.35260115607,3170.612244897959,5508.772892700003,17700.850009825597,28491.59493670886,41
463,20240320,62,523.8055555555555,757.9421040411647,8579.197993421034,15099.484978540771,3001.496732026144,5558.849197761194,17736.797083075562,21191.20930232558,42
464,20240320,63,535.565371024735,785.2101677450275,8510.271268835204,14295.350157728706,3613.844262295082,5359.364870466321,17534.62364583333,20981.701492537315,43
465,20240320,64,529.0888888888888,765.8205307692308,8201.509554140126,15637.034666666666,3222.0,5357.628238688526,17526.54531093427,21067.52249134948,44
466,20240320,65,548.6113445378152,767.3238742125584,8912.38677075269,15049.867816091954,3076.6304347826085,5150.244476510067,17787.982052687814,21019.72,45
467,20240320,66,541.9912280701755,782.6630107953293,8057.943215599712,14757.59217877095,3029.917808219178,5591.05643666003,17460.06490808824,22033.90909090909,46
468,20240320,67,582.253807106599,791.9079777717538,8208.013336332264,15865.43325526932,3318.6574074074074,5817.472322094883,17792.41389952152,22308.422330097088,47
469,20240320,68,562.1561181434599,776.185706991359,8477.551308506307,15629.89705882353,2753.6341463414637,5630.925467594706,17497.40273139746,21498.5,48
470,20240320,69,610.188679245283,790.0345794510464,8383.647639432002,15602.41717791411,3115.074468085106,5506.457196757553,17630.661684981686,21823.57627118644,49
471,20240320,70,637.5197132616487,780.782012835703,8575.624149484542,15081.094717668488,3294.8320610687024,5620.847804581015,17539.29026786857,23754.56818181818,50
472,20240320,71,537.6040268456376,790.5854272171254,8091.802916053568,15060.737704918032,2195.3166666666666,5563.995117872807,17648.937315801613,22182.637209302327,51
473,20240320,72,599.4593301435407,780.1926422653809,8220.284905660377,15057.066666666668,3692.25,5560.385330542474,17491.017318118444,20818.942731277533,52
474,20240320,73,565.1142857142858,796.8638624111737,8549.002577874295,14813.154385964912,3231.40625,5443.464926549145,17889.53582138581,21585.528205128205,53
475,20240320,74,586.1003344481605,761.5825349903475,8156.084828216364,14811.85260115607,3296.252032520325,5673.531917897964,17353.19262618296,20940.375,54
476,20240320,75,518.5933014354067,786.8208342741026,8395.695336333863,14756.63063063063,3719.910112359551,5578.017961012564,17877.33453805237,23333.092857142856,55
477,20240320,76,597.7292993630573,806.9364490016189,8305.819340659316,14482.213698630138,3082.6666666666665,5472.85296413678,17666.6268052969,20983.55339805825,56
478,20240320,77,521.873754152824,776.1797892094846,8146.667808287433,14023.386363636364,3346.1769230769232,5606.357658018632,17900.220392933297,21560.75,57
479,20240320,78,545.3142857142857,784.0478174957514,8333.802208769415,14492.985294117649,3686.867924528302,5512.503311319509,17826.999034833087,21907.553672316382,58
480,20240320,79,572.5112107623319,799.1480013329384,8109.518884477556,14534.057553956834,3547.2377049180327,5554.932873873874,17701.451520979026,21311.469696969696,59
481,20240320,80,552.1612903225806,815.0107749077491,8179.975812015314,15173.13223140496,4025.7631578947367,5619.082418604651,17875.154675471884,22406.24200913242,60
482,20240320,81,584.1885856079405,809.7356598996896,8070.2944477519095,17851.183673469386,3315.4901960784314,5571.100797101449,17572.043174294075,20145.52118644068,61
483,20240320,82,602.2456140350877,779.5309788617886,8257.807920489257,14810.315315315316,3036.4636363636364,5678.900828428166,17782.490823541644,20807.894736842107,62
484,20240320,83,654.5094339622641,813.1432048832272,8047.765594594581,14470.994805194803,3684.396226415094,5620.170903373356,18121.113259721325,21232.464864864865,63
485,20240320,84,611.8235294117648,829.6785416666667,8368.891137442324,13972.438524590165,3302.253846153846,5486.992393431167,17749.779840848812,22062.48051948052,64
486,20240320,85,576.32,831.7916716478055,7967.676648433236,14457.94065934066,3297.294117647059,5717.664313199105,17858.933232710067,22886.36,65
487,20240320,86,606.7625,810.3543925875086,7722.972748951111,15344.896984924622,3321.866666666667,5909.854510822511,17523.098265086206,21850.16753926701,66
488,20240320,87,632.1440677966102,811.2929624737783,8214.43259759036,14304.123134328358,3554.4684684684685,5815.790236055254,18045.261142857125,22378.853658536584,67
489,20240320,88,559.6915167095116,814.6894625603865,7919.80860364842,13929.702886247878,3025.8478260869565,5694.128013782473,17536.567142857137,20586.75675675676,68
490,20240320,89,617.616393442623,814.930990262563,7492.202518797003,13712.324873096446,3362.190476190476,5563.043126788134,17792.915469089785,21625.703296703297,69
491,20240320,90,608.5833333333334,856.1792128551467,7447.51795175441,14665.957943925234,3360.110169491525,5708.7825030309705,17825.097987804882,21849.05590062112,70
492,20240320,91,605.6206896551724,817.0233216059603,7708.0249273493755,14301.037401574804,3527.45945945946,5582.543301413589,17839.91127202996,21168.246575342466,71
493,20240320,92,599.5397590361446,818.5667820747321,7169.936883987155,14703.804210526316,3224.283950617284,5654.904160714285,17799.891040038092,21286.400584795323,72
494,20240320,93,654.5722891566265,819.9429827606156,7463.809488432712,14782.378378378378,3038.367521367521,5633.7116784010905,17858.41231688237,21114.33542319749,73
495,20240320,94,609.3629242819843,823.1795176902538,7464.710461329733,13490.898305084746,3410.462962962963,5581.3103394736845,17824.979873552125,20861.48863636364,74
496,20240320,95,628.0886075949367,811.5983510638298,7351.470174866124,15199.462585034014,3674.5882352941176,5563.1308904022935,17479.029101123593,21928.502024291494,75
497,20240320,96,605.3189300411523,820.7212403846154,7247.190785486442,14332.146198830407,3151.84375,5641.436383838384,17699.231471913088,22947.969696969696,76
498,20240320,97,577.6666666666666,813.3345949957592,7330.5187619247745,16179.658088235294,3124.471074380165,5495.977629322059,17571.72499999999,21052.015873015876,77
499,20240320,98,652.1872509960159,809.5277944283876,7353.81032142857,14430.888252148998,3393.9767441860463,5549.38442379708,17493.49596404377,20700.5,78
500,20240320,99,620.2,820.8563338744589,7280.198816849819,14330.007168458782,3754.054054054054,5488.381828487968,17732.998584968424,21375.88111888112,79
501,20240320,100,511.2352941176471,830.0948607998113,7284.907340142871,15450.661224489795,3690.403846153846,5486.720116190186,17593.024771417582,21804.153846153848,80
502,20240320,101,618.074074074074,825.6406924882629,7065.2907688200285,13621.429824561405,3377.98,5554.172177792838,17538.359496936275,20174.02857142857,81
503,20240320,102,565.0434782608696,847.9827234938175,7203.1050669819,15215.567010309278,3619.521739130435,5586.5775633350895,17560.304738778515,21411.56701030928,82
504,20240320,103,567.3129102844639,822.4822900386771,7124.78040072923,16117.423645320196,3008.0504201680674,5371.276582914573,17731.315241935485,21891.60975609756,83
505,20240320,104,595.5135135135135,836.0503809218951,7053.245022963519,16307.631355932202,3271.854368932039,5585.759012595592,17494.893596896432,21843.390532544377,84
506,20240320,105,642.1142857142858,831.5343362463587,7374.491168831167,14446.301587301588,2470.428571428572,5473.835574136009,17491.416404869895,20438.37012987013,85
507,20240320,106,583.1935483870968,814.2770439608587,7257.294820008184,14144.61946902655,3861.301507537688,5507.527579190752,17987.992564444216,20960.595588235294,86
508,20240320,107,601.0769230769231,841.1013805970149,7129.958120133485,13995.760479041915,2835.8571428571427,5497.760071177625,17619.71802342414,21152.796875,87
509,20240320,108,655.5107033639143,839.0511192908654,7216.373287304646,14466.757225433526,3321.745901639344,5524.708017676768,17557.49491360089,22724.63333333333,88
510,20240320,109,625.940594059406,818.7686985330374,7014.930580434351,14150.201492537311,3445.123809523809,5758.543745261379,17652.161580882337,23073.38139534884,89
511,20240320,110,561.9904761904762,827.525751312336,6863.437268767223,15387.518292682927,3614.021739130435,5829.584291666667,17703.545589285714,23884.098039215685,90
512,20240320,111,580.0901639344262,827.4258241758241,6924.935520173804,14330.393393393391,3292.1136363636365,5498.989511819681,17801.23463884962,24071.12,91
513,20240320,112,623.8432835820895,846.6427207207207,7058.433248561102,15592.011494252874,3651.518518518519,5806.8822675175825,17828.47682126161,24725.0,92
514,20240320,113,504.55882352941177,832.8306821456013,7168.491786516854,16112.854838709678,2934.2580645161293,5587.442470655153,17811.207345383802,21824.530612244896,93
515,20240320,114,548.8682432432432,850.7602453703704,6962.260176630437,19929.32608695652,3037.0377358490564,5389.079545121056,17837.823017119088,22099.405750798724,94
516,20240320,115,655.2047619047619,842.3107712765958,6864.489425052915,15022.49855907781,3596.813953488372,5646.904283316116,17701.743011197304,22600.190839694656,95
517,20240320,116,578.1311475409836,842.9472014925373,6944.655337636545,16234.7843866171,3300.9056603773583,5631.704878787879,17795.3181052887,23751.893203883494,96
518,20240320,117,647.0,862.5790913120567,6968.315127314809,14907.126262626263,3241.3166666666666,5783.10207003037,17668.317951388886,20103.930379746835,97
519,20240320,118,644.8888888888889,836.8934538026398,7005.059338463158,14476.21179624665,3344.0125,5844.289214285715,17867.750141286342,21258.30409356725,98
520,20240320,119,600.7555555555556,854.6162162162162,7066.14518675722,13724.538659793814,3087.155844155844,5881.020904118404,17646.557743658213,21315.78947368421,99
521,20240320,120,577.6428571428571,839.6459000717189,7107.109724557093,13753.0,3342.9636363636364,5827.852420198848,18053.108371985152,21184.39285714286,100
522,20240320,121,620.4519230769231,840.2225516802444,6982.263410232285,18155.07843137255,3680.1,5800.345108225109,17899.012228260875,22466.88888888889,101
523,20240320,122,622.3039215686274,848.8255616419165,6749.597873130484,15009.003236245955,3416.943396226415,5634.961707419018,17352.440132938285,21524.729559748423,102
524,20240320,123,593.764238410596,852.0090424242425,6839.5683603512325,14683.433898305084,3270.730769230769,5952.391609867139,17708.46305107527,22620.486486486487,103
525,20240320,124,577.6300863131936,820.9108615679825,6983.368583677356,15385.502325581396,3477.3015873015875,5939.507279244054,17724.663990147772,24032.791666666668,104
526,20240320,125,574.5945945945946,851.7196831075901,7075.23188505401,14353.114678899085,4110.769230769231,5939.174424968474,17689.691123188375,23759.56923076923,105
527,20240320,126,601.5581395348837,882.7525928167878,6970.135579750779,14687.632411067194,3259.655172413793,5990.607378164557,17717.91772499999,21747.17816091954,106
528,20240320,127,580.1586538461538,879.9599026710033,7049.525660670667,14623.298113207547,3612.872727272728,5805.161451472508,18032.382982628198,22949.44,107
529,20240320,128,622.7544065804935,854.14740927297,7002.9130000000005,13042.762195121952,4413.267241379311,6053.937335359676,17868.801318514783,26027.84,108
530,20240320,129,631.4086021505376,844.174751344086,7124.088412025567,15813.650943396226,4555.857142857143,6047.571669337607,17721.757927542563,21910.282828282827,109
531,20240320,130,626.9472392638037,898.4408498195844,7110.3796841765925,16317.625,3482.2741935483878,6051.840840055848,18012.139987956427,21431.796296296296,110
532,20240320,131,628.0594405594405,888.0820217640321,7238.4583613204095,15384.894927536232,3285.928,6075.772198996656,18029.31470319636,21577.314516129038,111
533,20240320,132,570.2926829268292,860.0481818181818,7235.876480856316,15603.543209876543,3265.190476190476,6052.838444444445,17973.600801724137,22092.29126213592,112
534,20240320,133,578.3917274939173,861.0107340525328,7177.938636791335,15777.76,4450.453333333333,5923.033416666667,18213.57535842289,21990.141025641027,113
535,20240320,134,570.4423076923077,863.1184622929381,7396.774735223039,14840.585443037977,4151.75,6046.746891112619,18235.804332182925,23097.20472440945,114
536,20240320,135,609.2173913043479,864.0535308641976,7116.8517467249,13935.603723404256,2725.8053691275168,5907.573506493506,17820.205212471516,21654.65536723164,115
537,20240320,136,510.95454545454544,865.1895292151949,7124.721649514016,13900.757412398922,3570.717391304348,5967.0509589885905,17716.7996499757,24071.0,116
538,20240320,137,607.825974025974,871.4926723646723,7332.806501693939,13926.279373368146,3468.244897959184,6009.322345679012,17552.19109717869,22052.28735632184,117
539,20240320,138,573.0617283950618,836.9093734154292,6946.4795979292685,14473.569620253164,3531.392156862745,5993.512216090426,17595.9969979716,23376.53846153846,118
540,20240320,139,615.6103896103896,845.773184781387,7210.612096327953,13206.45703125,3447.582608695652,6014.4987827905925,17858.541835341366,20535.594202898552,119
541,20240320,140,565.4709976798143,849.456927181114,6967.479884051405,12779.060846560846,3520.6355140186915,5902.153773171553,18032.61436066126,20297.526315789477,120
542,20240320,141,583.8201438848921,894.9216395868757,7063.765549154139,12753.932816537468,2813.387755102041,6006.115399515738,18084.993471422684,25518.26785714286,121
543,20240320,142,573.5829268292683,848.2081361969248,7185.32329557429,13527.084239130434,3651.555555555556,5934.606405228759,18179.2010782241,22259.260273972603,122
544,20240320,143,592.3673469387755,832.9055318686775,7229.825066666669,12159.518987341771,4499.192307692308,5835.415761310611,17788.192840283253,21441.11111111111,123
545,20240320,144,580.8578811369509,872.710564516129,7370.065689223057,12275.295454545454,3762.019417475728,5880.281920272491,17902.651724513293,21602.055970149253,124
546,20240320,145,572.877358490566,877.7781748447583,7155.280677165345,11515.268929503916,3010.879518072289,6098.419461596899,17855.02010906612,21289.458204334365,125
547,20240320,146,560.6,875.1945522616137,7262.215063101348,11152.677333333331,3076.254237288136,6050.433045746388,17834.762615740758,25565.555555555555,126
