,frame,x,y,Bra_ratio,type,Class,min_row,min_col,bar_orientation
0,0,673.7523510971787,1292.6896551724135,0.43261621758742097,high,2.0,1079,671,vertical
1,0,671.1739130434783,1283.7347826086957,0.41236317198488576,high,2.0,1079,671,vertical
2,0,696.7111111111111,1235.8666666666666,0.5264610833062646,high,2.0,1079,671,vertical
3,0,692.9929078014185,1152.45390070922,0.5286741812403412,high,2.0,1079,671,vertical
4,0,688.9171974522293,1208.0063694267517,0.4142890502090552,high,2.0,1079,671,vertical
5,0,710.6761133603239,1170.2550607287449,0.4177489638146517,high,2.0,1079,671,vertical
6,0,701.2348993288591,1091.5469798657718,0.4407946483829386,high,2.0,1079,671,vertical
7,0,694.486301369863,1203.2808219178082,0.4033999380582295,high,2.0,1079,671,vertical
8,0,700.7723076923077,1133.123076923077,0.42585271969839394,high,1.0,1079,671,vertical
9,0,694.75,1183.841463414634,0.4029543469840708,high,2.0,1079,671,vertical
10,0,679.2807881773399,1092.3497536945813,0.5402245272351767,high,2.0,1079,671,vertical
11,0,709.3409090909091,1225.6420454545455,0.5786439661942295,high,2.0,1079,671,vertical
12,0,684.4153846153846,1219.8307692307692,0.5135693136695251,high,1.0,1079,671,vertical
13,0,695.9381443298969,1177.2164948453608,0.4171795606065268,high,2.0,1079,671,vertical
14,0,692.2073863636364,1168.9914772727273,0.4927689315287543,high,2.0,1079,671,vertical
15,0,679.0540540540541,1139.1554054054054,0.831133982585742,high,2.0,1079,671,vertical
16,0,700.3720930232558,1285.6511627906978,0.45633682607055387,high,2.0,1079,671,vertical
17,0,707.7282608695652,1213.4184782608695,0.45337984642644036,high,2.0,1079,671,vertical
18,0,673.4722222222222,1272.1833333333334,0.4385909959109464,high,1.0,1079,671,vertical
19,0,708.765306122449,1113.2602040816328,0.45567324835465056,high,2.0,1079,671,vertical
20,0,702.0366972477065,1169.3577981651376,0.46924791238605396,high,2.0,1079,671,vertical
21,0,684.0408163265306,1174.1632653061224,0.48127582592809176,high,1.0,1079,671,vertical
22,0,700.8695652173913,1143.5217391304348,0.519464726049924,high,2.0,1079,671,vertical
23,0,681.2572614107884,1113.070539419087,0.5132447282248399,high,2.0,1079,671,vertical
24,0,683.6056338028169,1289.7112676056338,0.4690997458265103,high,2.0,1079,671,vertical
25,0,706.6855670103092,1186.2938144329896,0.4155752459906864,high,2.0,1079,671,vertical
26,0,703.3511450381679,1144.2137404580153,0.52702910230488,high,1.0,1079,671,vertical
27,0,697.2777777777778,1225.6437908496732,0.5210428816645946,high,2.0,1079,671,vertical
28,0,693.4567901234568,1163.3456790123455,0.571127439142253,high,2.0,1079,671,vertical
29,0,683.940366972477,1123.1788990825687,0.43551158789696437,high,2.0,1079,671,vertical
30,0,680.893371757925,1169.0172910662825,0.5545623327628968,high,2.0,1079,671,vertical
31,0,686.1306818181819,1095.9488636363635,0.40735143455060147,high,2.0,1079,671,vertical
32,0,679.2234636871508,1240.7709497206704,0.40858549600875366,high,2.0,1079,671,vertical
33,0,688.8798076923077,1241.375,0.4844422028012605,high,2.0,1079,671,vertical
34,0,711.2545454545455,1114.992207792208,0.46053913954351694,high,2.0,1079,671,vertical
35,0,687.9401197604791,1265.3383233532934,0.45281877949323784,high,2.0,1079,671,vertical
36,0,683.1567164179105,1183.2276119402984,0.4174920390382734,high,2.0,1079,671,vertical
37,0,676.3166666666667,1190.7,0.41261574141790475,high,2.0,1079,671,vertical
38,0,690.9504132231405,1121.5289256198348,0.49597244345242486,high,2.0,1079,671,vertical
39,0,705.7538461538461,1290.123076923077,0.4263152153905936,high,2.0,1079,671,vertical
40,0,678.8905109489051,1144.7007299270074,0.5548745204386115,high,2.0,1079,671,vertical
41,0,711.9508196721312,1134.950819672131,0.45123469824202367,high,2.0,1079,671,vertical
