,frame,x,y,Bra_ratio,type,Class,min_row,min_col,bar_orientation
0,0,391.9708520179372,499.6659192825112,0.7307733454893818,high,2.0,441,362,vertical
1,0,394.8657587548638,531.307392996109,0.41023457235977595,high,2.0,441,362,vertical
2,0,381.8950819672131,489.2590163934426,0.857406329673221,high,2.0,441,362,vertical
3,0,393.7413793103448,495.44827586206895,0.4204657063136044,high,1.0,441,362,vertical
4,0,381.490099009901,550.0792079207921,0.43462147514448163,high,1.0,441,362,vertical
5,0,386.0748663101604,507.27272727272725,0.7432446747968883,high,2.0,441,362,vertical
6,0,394.56060606060606,624.1818181818181,0.4635923856121024,high,2.0,441,362,vertical
7,0,393.9861932938856,463.85798816568047,0.44247856899831983,high,2.0,441,362,vertical
8,0,370.6847826086956,630.8913043478261,0.38635466957971387,high,2.0,441,362,vertical
9,0,384.8150470219436,456.58934169279,0.4089182987039729,high,2.0,441,362,vertical
10,0,396.0026525198939,609.2652519893899,0.44195924952071436,high,2.0,441,362,vertical
11,0,369.5406976744186,591.1395348837209,0.46905065535282203,high,2.0,441,362,vertical
12,0,393.5396039603961,446.6732673267327,0.7659544105628658,high,2.0,441,362,vertical
13,0,382.4508196721312,528.9549180327868,0.38077900677465815,high,2.0,441,362,vertical
14,0,368.8464730290456,538.0,0.360960873166691,high,2.0,441,362,vertical
15,0,375.1279373368146,480.8120104438642,0.7370498000611817,high,2.0,441,362,vertical
16,0,394.3944444444445,551.2722222222222,0.47156314528856297,high,2.0,441,362,vertical
17,0,374.6320754716981,642.311320754717,0.42667858956411053,high,2.0,441,362,vertical
18,0,366.872641509434,617.433962264151,0.5074464283620326,high,2.0,441,362,vertical
19,0,389.2524752475247,489.2475247524753,0.36187738879917664,high,2.0,441,362,vertical
20,0,393.2392857142857,629.6928571428572,0.47302804456679043,high,2.0,441,362,vertical
21,0,396.8571428571428,521.2077922077922,0.5573869416777227,high,1.0,441,362,vertical
22,0,372.9400544959128,611.4141689373297,0.4271920659891964,high,2.0,441,362,vertical
23,0,398.1807228915663,518.9518072289156,0.39200013425252805,high,2.0,441,362,vertical
24,0,398.1578947368421,569.8325358851674,0.37745007991118423,high,2.0,441,362,vertical
25,0,389.3185840707965,457.5486725663717,1.012729486914363,high,1.0,441,362,vertical
26,0,379.91743119266056,499.8302752293578,0.8746193690670351,high,2.0,441,362,vertical
27,0,393.088122605364,451.1532567049808,0.7570349171744087,high,1.0,441,362,vertical
28,0,384.283185840708,608.4557522123894,0.42297252950786135,high,2.0,441,362,vertical
29,0,392.5648148148149,497.8101851851852,0.41317034397373736,high,2.0,441,362,vertical
30,0,392.44444444444446,569.976430976431,0.4933790399597889,high,2.0,441,362,vertical
31,0,389.2142857142857,639.9350649350649,0.4183217775523807,high,2.0,441,362,vertical
32,0,389.7421052631579,650.0473684210526,0.43513853311233336,high,2.0,441,362,vertical
33,0,382.825327510917,640.5502183406113,0.38759715614999324,high,2.0,441,362,vertical
34,0,399.17004048583,559.004048582996,0.38833796993026753,high,2.0,441,362,vertical
35,0,378.0307692307693,502.3589743589744,0.5609513747295956,high,2.0,441,362,vertical
36,0,367.16336633663366,504.8316831683168,0.47843993621487274,high,2.0,441,362,vertical
37,0,376.1317365269461,626.3353293413173,0.3758898289184657,high,2.0,441,362,vertical
38,0,399.00714285714287,550.6428571428571,0.3895302219436313,high,2.0,441,362,vertical
39,0,370.1758241758242,606.7445054945055,0.5506107854635435,high,2.0,441,362,vertical
40,0,397.8554913294798,543.4046242774566,0.4858166123448374,high,2.0,441,362,vertical
41,0,381.7909604519774,444.542372881356,0.5988108264130073,high,2.0,441,362,vertical
42,0,374.8608870967742,643.1350806451613,0.3984826243344207,high,2.0,441,362,vertical
43,0,393.6277777777778,512.7055555555555,0.6725296639547084,high,2.0,441,362,vertical
44,0,379.2530612244898,447.59183673469386,0.4103830220585,high,2.0,441,362,vertical
45,0,365.03125,624.2447916666666,0.3865755180573212,high,2.0,441,362,vertical
46,0,385.02097902097904,599.0,0.5265608204487295,high,2.0,441,362,vertical
47,0,384.6441717791411,634.5521472392638,0.5098764065192529,high,2.0,441,362,vertical
48,0,371.6594202898551,600.2355072463768,0.400930568040453,high,2.0,441,362,vertical
49,0,401.62555066079295,448.784140969163,0.6514801480949909,high,2.0,441,362,vertical
50,0,389.8636363636364,603.9015151515151,0.4260084626705634,high,2.0,441,362,vertical
51,0,388.8323353293413,570.9760479041917,0.3831979705977381,high,2.0,441,362,vertical
52,0,379.5897435897436,463.22435897435895,0.3764604340618393,high,2.0,441,362,vertical
53,0,372.1620689655172,493.3551724137931,0.7725150755813298,high,2.0,441,362,vertical
54,0,387.4181184668989,617.0209059233449,0.4245059026765527,high,2.0,441,362,vertical
55,0,369.5678571428571,581.6535714285715,0.5066318177193124,high,2.0,441,362,vertical
56,0,388.1039603960396,504.8762376237624,0.742634108472005,high,2.0,441,362,vertical
57,0,399.2038461538461,530.6576923076923,0.4141848599204834,high,2.0,441,362,vertical
58,0,385.8086124401914,626.9617224880383,0.4110705540247373,high,2.0,441,362,vertical
59,0,379.6943005181347,520.9740932642487,0.4764869987027805,high,2.0,441,362,vertical
60,0,377.559829059829,479.78205128205127,0.4232525263800116,high,2.0,441,362,vertical
