,frame,x,y,Bra_ratio,type,Class,min_row,min_col,bar_orientation
0,0,1441.4401544401544,223.20849420849424,0.3443096915200684,high,2.0,184,1423,vertical
1,0,1429.1011673151752,311.0661478599222,0.3634022363883373,high,2.0,184,1423,vertical
2,0,1450.1739130434785,222.65700483091788,0.4267138224506847,high,2.0,184,1423,vertical
3,0,1458.1807228915663,299.72289156626505,0.3859431052545465,high,2.0,184,1423,vertical
4,0,1452.6666666666667,400.0579710144928,0.4264427770968637,high,2.0,184,1423,vertical
5,0,1455.7276119402984,272.2835820895522,0.3448399153950314,high,2.0,184,1423,vertical
6,0,1458.023529411765,211.88823529411764,0.36243350941587926,high,2.0,184,1423,vertical
7,0,1452.0358744394618,387.2914798206278,0.391736376646066,high,2.0,184,1423,vertical
8,0,1435.004048582996,273.32793522267207,0.35888537852284075,high,2.0,184,1423,vertical
9,0,1454.0093457943926,286.93457943925233,0.3490762674125836,high,2.0,184,1423,vertical
10,0,1423.4027777777778,320.2638888888889,0.37751288157416957,high,2.0,184,1423,vertical
11,0,1436.5461847389558,230.7871485943775,0.4009887087881039,high,2.0,184,1423,vertical
12,0,1462.3832599118944,256.72246696035245,0.40245450682587475,high,2.0,184,1423,vertical
13,0,1427.679487179487,250.8034188034188,0.3906832962256099,high,2.0,184,1423,vertical
14,0,1459.1157024793388,308.702479338843,0.36386614946111767,high,2.0,184,1423,vertical
15,0,1452.7324840764331,300.9108280254777,0.42764504249228974,high,2.0,184,1423,vertical
16,0,1423.9336734693877,357.10714285714283,0.38454350843010193,high,2.0,184,1423,vertical
17,0,1460.533536585366,282.3323170731707,0.3635836110387585,high,2.0,184,1423,vertical
18,0,1427.2831541218638,239.60931899641577,0.33229949365167144,high,2.0,184,1423,vertical
19,0,1438.234375,255.3203125,0.3590945514483938,high,2.0,184,1423,vertical
20,0,1428.920792079208,231.94554455445544,0.3545673306990799,high,2.0,184,1423,vertical
21,0,1423.2421307506054,191.5230024213075,0.7431416018122369,high,2.0,184,1423,vertical
22,0,1449.4930875576038,383.35483870967744,0.36812154189179325,high,2.0,184,1423,vertical
23,0,1460.7608695652175,272.8152173913044,0.3313718294251322,high,2.0,184,1423,vertical
24,0,1438.09375,194.29513888888889,0.4083399058602522,high,2.0,184,1423,vertical
25,0,1441.7824675324675,186.63636363636363,0.4559638207679472,high,2.0,184,1423,vertical
26,0,1459.559523809524,258.5595238095238,0.37196837079230194,high,2.0,184,1423,vertical
27,0,1424.2248803827752,204.38755980861245,0.5058763528603334,high,2.0,184,1423,vertical
28,0,1449.141414141414,299.6161616161616,0.4182907809257145,high,2.0,184,1423,vertical
29,0,1442.5355450236966,242.1611374407583,0.4270255885090163,high,2.0,184,1423,vertical
30,0,1435.3165829145728,303.59798994974875,0.37521802618816935,high,2.0,184,1423,vertical
31,0,1459.26953125,293.52734375,0.3774868208380417,high,2.0,184,1423,vertical
32,0,1434.8071895424837,274.2483660130719,0.39102380747517357,high,2.0,184,1423,vertical
33,0,1440.6045627376425,369.4486692015209,0.4786208432352301,high,2.0,184,1423,vertical
34,0,1431.8117647058823,264.82941176470587,0.3658627974603573,high,2.0,184,1423,vertical
35,0,1444.3177083333333,374.96875,0.40025229713707433,high,2.0,184,1423,vertical
36,0,1458.3484848484848,219.45454545454547,0.39997067766278865,high,2.0,184,1423,vertical
37,0,1452.5889830508474,268.1610169491525,0.32874740401757,high,2.0,184,1423,vertical
38,0,1461.3296703296703,379.5934065934066,0.46320257517221514,high,2.0,184,1423,vertical
39,0,1438.740932642487,310.47668393782385,0.3366469813980036,high,2.0,184,1423,vertical
40,0,1447.7714285714285,303.4047619047619,0.3360666079399619,high,2.0,184,1423,vertical
41,0,1427.7586206896551,365.5344827586207,0.36232514107407926,high,1.0,184,1423,vertical
42,0,1431.9543859649125,380.46315789473687,0.34966344750217815,high,2.0,184,1423,vertical
43,0,1449.4870967741936,289.4225806451613,0.34640800402648353,high,2.0,184,1423,vertical
44,0,1453.3175965665237,229.63090128755368,0.3692068213531481,high,2.0,184,1423,vertical
45,0,1454.1150442477876,374.95575221238937,0.33127897027076303,high,2.0,184,1423,vertical
46,0,1446.969696969697,193.53939393939396,0.4882424404831605,high,2.0,184,1423,vertical
47,0,1449.769633507853,206.1570680628272,0.3830660656387178,high,2.0,184,1423,vertical
48,0,1426.6681222707423,348.4541484716157,0.3342540974730947,high,2.0,184,1423,vertical
49,0,1461.6298342541436,265.28729281767954,0.3381724615399617,high,2.0,184,1423,vertical
50,0,1460.3269961977187,225.8707224334601,0.3736066517703366,high,2.0,184,1423,vertical
51,0,1439.4615384615386,297.53846153846155,0.4719355419538934,high,2.0,184,1423,vertical
52,0,1459.0264317180618,248.7092511013216,0.3368804756439514,high,2.0,184,1423,vertical
53,0,1458.2785714285717,238.20714285714288,0.4254019813335705,high,2.0,184,1423,vertical
54,0,1461.0084745762713,192.10593220338984,0.34521998405441023,high,2.0,184,1423,vertical
55,0,1443.1692307692308,205.30769230769232,0.3734115214388637,high,2.0,184,1423,vertical
56,0,1457.4060913705584,189.0761421319797,0.41842673938175917,high,2.0,184,1423,vertical
57,0,1444.731843575419,227.7094972067039,0.34525074823455765,high,2.0,184,1423,vertical
58,0,1457.7613636363635,388.67045454545456,0.40004401829878805,high,2.0,184,1423,vertical
59,0,1453.624633431085,242.3782991202346,0.3449179675728106,high,2.0,184,1423,vertical
60,0,1428.9411764705883,389.6078431372549,0.36875269153646356,high,2.0,184,1423,vertical
61,0,1438.434065934066,391.7912087912088,0.3399303709766038,high,2.0,184,1423,vertical
62,0,1424.4652173913043,259.95217391304345,0.41280170212131345,high,2.0,184,1423,vertical
63,0,1450.4113924050632,391.0949367088608,0.4707412997806942,high,2.0,184,1423,vertical
64,0,1455.1797752808989,344.23595505617976,0.32892826556388965,high,2.0,184,1423,vertical
65,0,1441.8897637795276,267.0314960629921,0.442129102369717,high,2.0,184,1423,vertical
66,0,1457.780487804878,259.1524390243902,0.37460721213420406,high,2.0,184,1423,vertical
67,0,1437.3093525179856,259.1151079136691,0.3285712777771913,high,2.0,184,1423,vertical
